Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,2000,2000,2000,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2576042,-1,N/A,,2419940,,1265336,1265336,,6
H0,2000,2000,2000,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,828,-1,N/A,,778,,407,407,,6
H0,2000,2000,2000,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2562229,-1,N/A,,2406964,,1258551,1258551,,6
H0,2000,2000,2000,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12870,-1,N/A,,12090,,6322,6322,,6
H0,2000,2000,2000,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,114,-1,N/A,,107,,56,56,,6
H1,2001,2001,2001,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1506218,-1,N/A,,1411956,,818485,818485,,6
H1,2001,2001,2001,6,1,0,M,508,Mozambique,MOZ,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,103437,-1,N/A,,96964,,56208,56208,,6
H1,2001,2001,2001,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49571,-1,N/A,,46469,,26937,26937,,6
H1,2001,2001,2001,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1351864,-1,N/A,,1267261,,734608,734608,,6
H1,2001,2001,2001,6,1,0,M,508,Mozambique,MOZ,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1347,-1,N/A,,1262,,732,732,,6
H2,2002,2002,2002,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1300360,-1,N/A,,1165035,,704365,704365,,6
H2,2002,2002,2002,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1018,-1,N/A,,912,,551,551,,6
H2,2002,2002,2002,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17135,-1,N/A,,15352,,9282,9282,,6
H2,2002,2002,2002,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1282207,-1,N/A,,1148771,,694532,694532,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4400070,-1,N/A,,274294,,938601,938601,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19283,-1,N/A,,22517,,14714,14714,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20018,-1,N/A,,24000,,8179,8179,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,95690,-1,N/A,,103200,,68582,68582,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3932843,-1,N/A,,15920,,769685,769685,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,,37,,24,24,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,106633,-1,N/A,,63499,,41493,41493,,6
H2,2003,2003,2003,6,1,0,M,508,Mozambique,MOZ,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,225600,-1,N/A,,45120,,35923,35923,,6
H2,2003,2003,2003,6,1,0,X,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24131,-1,N/A,,18843,,13213,,13213,6
H2,2003,2003,2003,6,1,0,X,508,Mozambique,MOZ,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24131,-1,N/A,,18843,,13213,,13213,6
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12460898,-1,N/A,,1125616,,1101543,1101543,,0
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,,2,,1215,1215,,0
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64089,-1,N/A,,85000,,39300,39300,,0
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2063,-1,N/A,,1346,,926,926,,0
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6008434,-1,N/A,,675399,,627340,627340,,0
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6367508,-1,N/A,,348732,,418204,418204,,0
H2,2004,2004,2004,6,1,0,M,508,Mozambique,MOZ,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18800,-1,N/A,,15136,,14557,14557,,0
H2,2005,2005,2005,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1869815,-1,N/A,,1537578,,1073792,1073792,,6
H2,2005,2005,2005,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,76,-1,N/A,,63,,44,44,,6
H2,2005,2005,2005,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,35054,-1,N/A,,28825,,20130,20130,,6
H2,2005,2005,2005,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19793,-1,N/A,,16276,,11366,11366,,6
H2,2005,2005,2005,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1285358,-1,N/A,,1056970,,738152,738152,,6
H2,2005,2005,2005,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,529535,-1,N/A,,435445,,304100,304100,,6
H2,2006,2006,2006,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3672723,-1,N/A,,3020138,,2109161,2109161,,6
H2,2006,2006,2006,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13368,-1,N/A,,10993,,7677,7677,,6
H2,2006,2006,2006,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,29074,-1,N/A,,23908,,16697,16697,,6
H2,2006,2006,2006,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6001,-1,N/A,,4934,,3446,3446,,6
H2,2006,2006,2006,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2205483,-1,N/A,,1813604,,1266559,1266559,,6
H2,2006,2006,2006,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1418797,-1,N/A,,1166699,,814783,814783,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2850563,-1,N/A,,2366953,,2042311,2042311,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,59158,-1,N/A,,49122,,42384,42384,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14748,-1,N/A,,12246,,10566,10566,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49602,-1,N/A,,41187,,35538,35538,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,967,-1,N/A,,803,,693,693,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11535,-1,N/A,,9578,,8264,8264,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24029,-1,N/A,,19952,,17216,17216,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1731450,-1,N/A,,1437702,,1240512,1240512,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,975,-1,N/A,,809,,698,698,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,942888,-1,N/A,,782923,,675540,675540,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4159,-1,N/A,,3453,,2980,2980,,6
H2,2007,2007,2007,6,1,0,M,508,Mozambique,MOZ,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11053,-1,N/A,,9178,,7919,7919,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4626904,-1,N/A,,3812120,,3567795,3567795,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10616,-1,N/A,,8747,,8186,8186,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16955,-1,N/A,,13969,,13074,13074,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3414,-1,N/A,,2813,,2633,2633,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3585142,-1,N/A,,2953809,,2764495,2764495,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1010188,-1,N/A,,832297,,778954,778954,,6
H2,2008,2008,2008,6,1,0,M,508,Mozambique,MOZ,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,589,-1,N/A,,485,,454,454,,6
H2,2009,2009,2009,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3775525,-1,N/A,,3076089,,3239109,3239109,,6
H2,2009,2009,2009,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,98,-1,N/A,,80,,84,84,,6
H2,2009,2009,2009,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5249,-1,N/A,,4276,,4503,4503,,6
H2,2009,2009,2009,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14749,-1,N/A,,12017,,12654,12654,,6
H2,2009,2009,2009,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3035043,-1,N/A,,2472785,,2603832,2603832,,6
H2,2009,2009,2009,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,720386,-1,N/A,,586931,,618036,618036,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5008034,-1,N/A,,4067622,,3822913,3822913,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37784,-1,N/A,,30689,,28843,28843,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27188,-1,N/A,,22083,,20754,20754,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26571,-1,N/A,,21581,,20283,20283,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38460,-1,N/A,,31238,,29358,29358,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2830125,-1,N/A,,2298682,,2160393,2160393,,6
H2,2010,2010,2010,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2047906,-1,N/A,,1663349,,1563281,1563281,,6
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8037767,-1,N/A,,3055755,,5444000,5444000,,4
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38950,-1,N/A,,27785,,27000,27000,,4
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,51800,-1,N/A,,75122,,73000,73000,,4
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15240,-1,N/A,,3094,,17000,17000,,0
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,100000,-1,N/A,,57628,,56000,56000,,4
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3409306,-1,N/A,,1487,,2462000,2462000,,0
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4382073,-1,N/A,,2865942,,2785000,2785000,,4
H2,2011,2011,2011,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40398,-1,N/A,,24698,,24000,24000,,4
H2,2011,2011,2011,6,1,0,X,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7,-1,N/A,,7,,1000,,1000,0
H2,2011,2011,2011,6,1,0,X,508,Mozambique,MOZ,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7,-1,N/A,,7,,1000,,1000,0
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24170179,-1,N/A,,9466039,,11582350,11582350,,4
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3747,-1,N/A,,500,,3370,3370,,0
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,100160,-1,N/A,,116960,,112270,112270,,0
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3769850,-1,N/A,,1720496,,2568100,2568100,,0
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32000,-1,N/A,,29643,,36270,36270,,4
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,729,Sudan,SDN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,48795,-1,N/A,,24396,,29850,29850,,4
H3,2012,2012,2012,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20215627,-1,N/A,,7574044,,8832490,8832490,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49126714,-1,N/A,,20845130,,12594420,12594420,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,,9,,940,940,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3183,-1,N/A,,5059,,52270,52270,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,151350,-1,N/A,,401884,,397010,397010,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3678617,-1,N/A,,3329408,,2477430,2477430,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40090,-1,N/A,,54513,,54720,54720,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,45230540,-1,N/A,,16958793,,9366430,9366430,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20000,-1,N/A,,33632,,38060,38060,,0
