Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,4,,54,54.4,43.75,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,568,"Other Europe, nes",E19,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,227,,446,446.23,388.81,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,5649,,10566,10566.56,9577.02,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,2725,,5122,5122.77,101.31,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,68,,130,130.33,120.3,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,19507,,30938,30938.91,26381.53,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,14,,27,27.01,24.63,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,784,,1481,1481.43,1280.25,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,6186,,13517,13517.51,11718.9,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,12201,,27087,27087.27,24219.58,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,92685,,136088,136088.86,120620.21,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,311622,,514348,514348.23,485389.01,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,83408,,118143,118143.39,104503.07,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,24,Angola,AGO,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1880,,1974,1974.93,1707.07,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1860,,3696,3696.01,3126.09,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,380,Italy,ITA,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,15742,,30476,30476.9,26427.38,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,480,Mauritius,MUS,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,2200,,4201,4201.95,3656.44,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,568,"Other Europe, nes",E19,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,227,,446,446.23,388.81,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,483,,920,920.93,849.08,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,383,,228,228.47,203.78,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,757,Switzerland,CHE,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,5,,22,22.08,19.64,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,19507,,30938,30938.91,26381.53,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,792,Turkey,TUR,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,14,,27,27.01,24.63,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,5568,,11796,11796.6,10445.47,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3382,,9161,9161.14,8316.03,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,8819,,17926,17926.13,15903.55,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,5999,,12406,12406.45,10787.76,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,76,Brazil,BRA,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,7,,102,102.34,91.01,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,646,,1220,1220.74,1093.52,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,45932,,63571,63571.16,36518.15,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,332,Haiti,HTI,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,648,,1234,1234.87,659.54,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,2100,,4126,4126.81,3091.19,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,380,Italy,ITA,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,577,,1727,1727.54,1095.23,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,528,Netherlands,NLD,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,4,,54,54.4,43.75,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,4446,,8545,8545.68,7864.66,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,757,Switzerland,CHE,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,2720,,5100,5100.69,81.67,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,764,Thailand,THA,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,68,,130,130.33,120.3,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,784,,1481,1481.43,1280.25,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,528,,1545,1545.19,1117.67,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,4732,,9718,9718.7,8550.51,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,306507,,504401,504401.06,476634.72,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,204,,385,385.3,373.23,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3278,,5539,5539.02,5329.38,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,246,Finland,FIN,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,55,,99,99.07,91.21,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,491,,950,950.49,871.05,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,84,,233,233.24,220.06,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,720,,1099,1099.95,863.28,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,90,,175,175.72,155.76,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,311429,,512883,512883.85,484538.69,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,710,South Africa,ZAF,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,281958,,467735,467735.2,442408.82,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,384,Côte d'Ivoire,CIV,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,20402,,28441,28441.58,27109.1,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,234,Faeroe Isds,FRO,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1131,,1327,1327.12,1184.34,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,36,Australia,AUS,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,7045,,13418,13418.15,12189.47,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,140,Central African Rep.,CAF,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,71,,804,804.36,734,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,699,India,IND,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,720,,1099,1099.95,863.28,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,716,Zimbabwe,ZWE,C00,All CPCs,3000,Land,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,102,,57,57.49,49.68,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,76,Brazil,BRA,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,7,,102,102.34,91.01,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,140,Central African Rep.,CAF,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,51,,97,97.85,88.12,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,156,China,CHN,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,582,,2056,2056.45,1577.48,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,234,Faeroe Isds,FRO,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,5504,,10491,10491.01,9340.82,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,251,France,FRA,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,646,,1220,1220.74,1093.52,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,276,Germany,DEU,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,33647,,40159,40159.11,19844.76,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,2100,,4126,4126.81,3091.19,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,384,Côte d'Ivoire,CIV,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,13317,,25379,25379.11,18346.55,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,528,Netherlands,NLD,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,4,,54,54.4,43.75,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,620,Portugal,PRT,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,8819,,17926,17926.13,15903.55,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,699,India,IND,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,4094,,7875,7875.08,7317.47,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,710,South Africa,ZAF,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3986,,8320,8320.99,7305.47,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,748,Eswatini,SWZ,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3,,46,46.97,40.83,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,757,Switzerland,CHE,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3939,,8007,8007.94,1788.6,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,764,Thailand,THA,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,68,,130,130.33,120.3,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,826,United Kingdom,GBR,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,784,,1481,1481.43,1280.25,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,459,,1415,1415.77,1025.09,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,78011,,128907,128907.68,88306.88,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,24,Angola,AGO,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1880,,1974,1974.93,1707.07,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,234,Faeroe Isds,FRO,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,154,,736,736.62,644.94,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,251,France,FRA,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,12261,,23547,23547.76,20520.07,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1860,,3696,3696.01,3126.09,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,380,Italy,ITA,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3481,,6929,6929.14,5907.31,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,384,Côte d'Ivoire,CIV,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,8128,,14056,14056.68,12413.98,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,490,"Other Asia, nes",S19,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1200,,2029,2029.54,1750.57,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,568,"Other Europe, nes",E19,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,227,,446,446.23,388.81,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,710,South Africa,ZAF,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,383,,228,228.47,203.78,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,784,United Arab Emirates,ARE,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,24442,,35694,35694.05,30702.4,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,792,Turkey,TUR,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,14,,27,27.01,24.63,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,6568,,13969,13969.01,12351.34,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,620,Portugal,PRT,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3233,,8446,8446.6,7690.73,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,156,China,CHN,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,70828,,100252,100252.5,88617.3,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,134660,,212045,212045.58,186058.83,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,24,Angola,AGO,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,1880,,1974,1974.93,1707.07,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,36,Australia,AUS,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,7045,,13418,13418.15,12189.47,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,76,Brazil,BRA,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,8,,113,113.37,100.82,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,140,Central African Rep.,CAF,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,122,,902,902.21,822.12,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,234,Faeroe Isds,FRO,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,6789,,12554,12554.75,11170.1,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,251,France,FRA,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,12907,,24768,24768.5,21613.59,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,276,Germany,DEU,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,33647,,40159,40159.11,19844.76,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3960,,7822,7822.82,6217.28,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,380,Italy,ITA,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,3481,,6929,6929.14,5907.31,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,0,World,W00,384,Côte d'Ivoire,CIV,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,0,-1,N/A,0,41847,,67877,67877.37,57869.63,0
