Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1995,1995,1995,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,173578,-1,N/A,,173578,,234073,234073,,0
H0,1995,1995,1995,6,1,0,M,716,Zimbabwe,ZWE,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,40,-1,N/A,,40,,941,941,,0
H0,1995,1995,1995,6,1,0,M,716,Zimbabwe,ZWE,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,173488,-1,N/A,,173488,,232544,232544,,0
H0,1995,1995,1995,6,1,0,M,716,Zimbabwe,ZWE,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,588,588,,0
H0,1995,1995,1995,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,167429,-1,N/A,,167429,,1386131,,1386131,0
H0,1995,1995,1995,6,1,0,X,716,Zimbabwe,ZWE,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,167429,-1,N/A,,167429,,1386131,,1386131,0
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,97183,-1,N/A,0,39555,0,43459,,43459.83,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,97183,-1,N/A,0,39555,0,43459,,43459.83,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32946,-1,N/A,0,13185,0,14733,,14733.4,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32946,-1,N/A,0,13185,0,14733,,14733.4,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,100071,-1,N/A,0,117830,0,44751,,44751.25,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,100071,-1,N/A,0,117830,0,44751,,44751.25,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5156527,-1,N/A,0,12867834,0,2305968,,2305968.65,6
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5156527,-1,N/A,0,12867834,0,2305968,,2305968.65,6
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,72,Botswana,BWA,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4584,-1,N/A,0,1980,0,2050,,2050.38,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,72,Botswana,BWA,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4584,-1,N/A,0,1980,0,2050,,2050.38,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1313,-1,N/A,0,900,0,587,,587.43,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1313,-1,N/A,0,900,0,587,,587.43,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5189473,-1,N/A,0,12881019,0,2320702,,2320702.05,6
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5189473,-1,N/A,0,12881019,0,2320702,,2320702.05,6
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,72,Botswana,BWA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4584,-1,N/A,0,1980,0,2050,,2050.38,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,98496,-1,N/A,0,40455,0,44047,,44047.26,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,72,Botswana,BWA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4584,-1,N/A,0,1980,0,2050,,2050.38,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,98496,-1,N/A,0,40455,0,44047,,44047.26,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,100071,-1,N/A,0,117830,0,44751,,44751.25,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,100071,-1,N/A,0,117830,0,44751,,44751.25,2
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5392626,-1,N/A,0,13041284,0,2411550,,2411550.94,6
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5392626,-1,N/A,0,13041284,0,2411550,,2411550.94,6
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5262497,-1,N/A,0,12988544,0,2353357,,2353357.71,6
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5262497,-1,N/A,0,12988544,0,2353357,,2353357.71,6
H1,2000,2000,2000,6,1,0,DX,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,130129,-1,N/A,0,52740,0,58193,,58193.23,2
H1,2000,2000,2000,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,130129,-1,N/A,0,52740,0,58193,,58193.23,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,0,4,0,1,1.81,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,0,3,0,1,1.96,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,0,4,0,1,1.81,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,0,3,0,1,1.96,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,761802,-1,N/A,0,674223,0,310990,310990.59,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,625,-1,N/A,0,20,0,255,255.52,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3932,-1,N/A,0,322,0,1605,1605.35,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,757244,-1,N/A,0,673881,0,309129,309129.72,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,761811,-1,N/A,0,674230,0,310994,310994.36,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,625,-1,N/A,0,20,0,255,255.52,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3932,-1,N/A,0,322,0,1605,1605.35,,2
H1,2000,2000,2000,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,757253,-1,N/A,0,673888,0,309133,309133.49,,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16611,-1,N/A,0,33540,0,8321,,8321.34,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16611,-1,N/A,0,33540,0,8321,,8321.34,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3784624,-1,N/A,0,6689020,0,1895841,,1895841.01,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3784624,-1,N/A,0,6689020,0,1895841,,1895841.01,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3801236,-1,N/A,0,6722560,0,1904162,,1904162.35,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3801236,-1,N/A,0,6722560,0,1904162,,1904162.35,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16611,-1,N/A,0,33540,0,8321,,8321.34,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16611,-1,N/A,0,33540,0,8321,,8321.34,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18176,-1,N/A,0,36700,0,9105,,9105.36,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3766447,-1,N/A,0,6652320,0,1886735,,1886735.65,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18176,-1,N/A,0,36700,0,9105,,9105.36,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3766447,-1,N/A,0,6652320,0,1886735,,1886735.65,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18176,-1,N/A,0,36700,0,9105,,9105.36,2
H1,2001,2001,2001,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3783059,-1,N/A,0,6685860,0,1895056,,1895056.99,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18176,-1,N/A,0,36700,0,9105,,9105.36,2
H1,2001,2001,2001,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3783059,-1,N/A,0,6685860,0,1895056,,1895056.99,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,156,China,CHN,0,World,W00,C00,All CPCs,2200,Inland waterway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,0,25,0,1,1.54,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,0,25,0,1,1.54,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2675268,-1,N/A,0,2898922,0,1241276,1241276.91,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2632596,-1,N/A,0,2866936,0,1221477,1221477.92,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,42063,-1,N/A,0,31960,0,19516,19516.93,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,607,-1,N/A,0,26,0,282,282.06,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,42063,-1,N/A,0,31960,0,19516,19516.93,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,2200,Inland waterway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,0,25,0,1,1.54,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,607,-1,N/A,0,26,0,282,282.06,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2632596,-1,N/A,0,2866936,0,1221477,1221477.92,,2
H1,2001,2001,2001,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2675271,-1,N/A,0,2898947,0,1241278,1241278.45,,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37237,-1,N/A,0,13185,0,18550,,18550.95,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,127918,-1,N/A,0,78680,0,63725,,63725.88,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,851847,-1,N/A,0,1771360,0,424370,,424370.87,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18910,-1,N/A,0,10925,0,9420,,9420.63,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37237,-1,N/A,0,13185,0,18550,,18550.95,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,127918,-1,N/A,0,78680,0,63725,,63725.88,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,851847,-1,N/A,0,1771360,0,424370,,424370.87,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18910,-1,N/A,0,10925,0,9420,,9420.63,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,34534,-1,N/A,0,22680,0,17204,,17204.4,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14102,-1,N/A,0,5903,0,7025,,7025.42,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,34534,-1,N/A,0,22680,0,17204,,17204.4,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3100,Railway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14102,-1,N/A,0,5903,0,7025,,7025.42,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,36,-1,N/A,0,2,0,18,,18.17,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,36,-1,N/A,0,2,0,18,,18.17,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,404,Kenya,KEN,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,44497,-1,N/A,0,13185,0,22167,,22167.81,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,2200,Inland waterway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8846,-1,N/A,0,4560,0,4407,,4407.12,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,404,Kenya,KEN,0,World,W00,C00,All CPCs,2900,"Water, not else classified",220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,44497,-1,N/A,0,13185,0,22167,,22167.81,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,2200,Inland waterway,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8846,-1,N/A,0,4560,0,4407,,4407.12,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,81735,-1,N/A,0,26370,0,40718,,40718.76,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,162452,-1,N/A,0,101360,0,80930,,80930.28,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,851883,-1,N/A,0,1771362,0,424389,,424389.04,2
H1,2002,2002,2002,6,1,0,DX,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,41858,-1,N/A,0,21388,0,20853,,20853.17,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,81735,-1,N/A,0,26370,0,40718,,40718.76,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,162452,-1,N/A,0,101360,0,80930,,80930.28,2
H1,2002,2002,2002,6,1,0,X,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,851883,-1,N/A,0,1771362,0,424389,,424389.04,2
