Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2012,2012,2012,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,13999,-1,N/A,,13999,,548920,548920,,0
H3,2012,2012,2012,6,1,0,X,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,117,-1,N/A,,117,,37581,,37581,0
H3,2012,2012,2012,6,1,0,X,454,Malawi,MWI,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,45,-1,N/A,,45,,24981,,24981,0
H3,2012,2012,2012,6,1,0,X,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,72,-1,N/A,,72,,12600,,12600,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,149345,-1,N/A,,149345,,15429127,15429127,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,133,-1,N/A,,133,,13698,13698,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11576,-1,N/A,,11576,,1161792,1161792,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,80,-1,N/A,,80,,506,506,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1936,-1,N/A,,1936,,8209,8209,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,-1,N/A,,10,,6308,6308,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3317,-1,N/A,,3317,,754761,754761,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7838,-1,N/A,,7838,,2468406,2468406,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,288,-1,N/A,,288,,26764,26764,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6218,-1,N/A,,6218,,763272,763272,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1063,-1,N/A,,1063,,472472,472472,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,69,-1,N/A,,69,,10054,10054,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,18496,-1,N/A,,18496,,4395326,4395326,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,88,-1,N/A,,88,,3487,3487,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,37508,-1,N/A,,37508,,1669581,1669581,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,-1,N/A,,8,,3620,3620,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1147,-1,N/A,,1147,,19334,19334,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8915,-1,N/A,,8915,,329445,329445,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,32984,-1,N/A,,32984,,1428603,1428603,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12109,-1,N/A,,12109,,1097123,1097123,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1241,-1,N/A,,1241,,5479,5479,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,341,-1,N/A,,341,,66240,66240,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,24,-1,N/A,,24,,2248,2248,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3,-1,N/A,,3,,107,107,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1393,-1,N/A,,1393,,139609,139609,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2561,-1,N/A,,2561,,582681,582681,,0
H3,2013,2013,2013,6,1,0,X,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1581,-1,N/A,,1581,,232373,,232373,0
H3,2013,2013,2013,6,1,0,X,454,Malawi,MWI,178,Congo,COG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,792,-1,N/A,,792,,119985,,119985,0
H3,2013,2013,2013,6,1,0,X,454,Malawi,MWI,566,Nigeria,NGA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,64,-1,N/A,,64,,4250,,4250,0
H3,2013,2013,2013,6,1,0,X,454,Malawi,MWI,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,725,-1,N/A,,725,,108138,,108138,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,86712,-1,N/A,,86712,,10422664,10422664,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,35,-1,N/A,,35,,8401,8401,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3352,-1,N/A,,3352,,275121,275121,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,72,Botswana,BWA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,-1,N/A,,1,,211,211,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,552,-1,N/A,,552,,8169,8169,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,19,-1,N/A,,19,,2080,2080,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3566,-1,N/A,,3566,,734326,734326,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6423,-1,N/A,,6423,,1238083,1238083,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1575,-1,N/A,,1575,,66612,66612,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,352,Iceland,ISL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3,-1,N/A,,3,,1743,1743,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,180,-1,N/A,,180,,109115,109115,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1715,-1,N/A,,1715,,300480,300480,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7101,-1,N/A,,7101,,1758572,1758572,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,63,-1,N/A,,63,,3335,3335,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15434,-1,N/A,,15434,,633897,633897,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,33,-1,N/A,,33,,67010,67010,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3,-1,N/A,,3,,1167,1167,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6,-1,N/A,,6,,1422,1422,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2614,-1,N/A,,2614,,425785,425785,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3491,-1,N/A,,3491,,112386,112386,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,522,-1,N/A,,522,,9785,9785,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,22778,-1,N/A,,22778,,1323463,1323463,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3560,-1,N/A,,3560,,12068,12068,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,-1,N/A,,2,,1680,1680,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,943,-1,N/A,,943,,94372,94372,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,758,-1,N/A,,758,,111581,111581,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,110,-1,N/A,,110,,24584,24584,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1050,-1,N/A,,1050,,5312,5312,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5077,-1,N/A,,5077,,1662928,1662928,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5749,-1,N/A,,5749,,1428976,1428976,,0
H4,2014,2014,2014,6,1,0,X,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,33,-1,N/A,,33,,15704,,15704,0
H4,2014,2014,2014,6,1,0,X,454,Malawi,MWI,178,Congo,COG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,28,-1,N/A,,28,,11252,,11252,0
H4,2014,2014,2014,6,1,0,X,454,Malawi,MWI,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5,-1,N/A,,5,,4452,,4452,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,95938,-1,N/A,,95938,,12056522,12056522,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3308,-1,N/A,,3308,,200639,200639,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,70,-1,N/A,,70,,1679,1679,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4653,-1,N/A,,4653,,10271,10271,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,49,-1,N/A,,49,,5546,5546,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,311,-1,N/A,,311,,230590,230590,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,125,-1,N/A,,125,,5475,5475,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3058,-1,N/A,,3058,,594435,594435,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5321,-1,N/A,,5321,,864133,864133,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,266,-1,N/A,,266,,52936,52936,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6759,-1,N/A,,6759,,711479,711479,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,34,-1,N/A,,34,,11027,11027,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1159,-1,N/A,,1159,,358098,358098,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,14277,-1,N/A,,14277,,3437375,3437375,,0
