Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1994,1994,1994,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1748,-1,N/A,,1748,,11104,11104,,0
H0,1994,1994,1994,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1687,-1,N/A,,1687,,9740,9740,,0
H0,1994,1994,1994,6,1,0,M,690,Seychelles,SYC,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,61,-1,N/A,,61,,1364,1364,,0
H0,1995,1995,1995,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5016,-1,N/A,,5016,,26797,26797,,0
H0,1995,1995,1995,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3375,-1,N/A,,3375,,15496,15496,,0
H0,1995,1995,1995,6,1,0,M,690,Seychelles,SYC,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,207,-1,N/A,,207,,1024,1024,,0
H0,1995,1995,1995,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1312,-1,N/A,,1312,,6548,6548,,0
H0,1995,1995,1995,6,1,0,M,690,Seychelles,SYC,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,109,-1,N/A,,109,,3644,3644,,0
H0,1995,1995,1995,6,1,0,M,690,Seychelles,SYC,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,13,-1,N/A,,13,,85,85,,0
H0,1996,1996,1996,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2175,-1,N/A,,2175,,11365,11365,,0
H0,1996,1996,1996,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2125,-1,N/A,,2125,,9688,9688,,0
H0,1996,1996,1996,6,1,0,M,690,Seychelles,SYC,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,1677,1677,,0
H1,1997,1997,1997,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10476,-1,N/A,,,,19932,19932,,0
H1,1997,1997,1997,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1750,-1,N/A,,,,7792,7792,,0
H1,1997,1997,1997,6,1,0,M,690,Seychelles,SYC,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8437,-1,N/A,,,,10254,10254,,0
H1,1997,1997,1997,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,289,-1,N/A,,,,1886,1886,,0
H1,1998,1998,1998,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,699,-1,N/A,,,,2989,2989,,0
H1,1998,1998,1998,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,699,-1,N/A,,,,2989,2989,,0
H1,1999,1999,1999,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5948,-1,N/A,,,,4149,4149,,0
H1,1999,1999,1999,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5000,-1,N/A,,,,1680,1680,,0
H1,1999,1999,1999,6,1,0,M,690,Seychelles,SYC,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,640,-1,N/A,,,,1282,1282,,0
H1,1999,1999,1999,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,105,-1,N/A,,,,818,818,,0
H1,1999,1999,1999,6,1,0,M,690,Seychelles,SYC,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,203,-1,N/A,,,,369,369,,0
H0,2000,2000,2000,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,29400,-1,N/A,,2774,,14441,14441,,2
H0,2000,2000,2000,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19657,-1,N/A,,1587,,9656,9656,,2
H0,2000,2000,2000,6,1,0,M,690,Seychelles,SYC,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2704,-1,N/A,,73,,1328,1328,,2
H0,2000,2000,2000,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6109,-1,N/A,,1035,,3001,3001,,2
H0,2000,2000,2000,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,929,-1,N/A,,79,,456,456,,2
H1,2001,2001,2001,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18923,-1,N/A,,17739,,10283,10283,,6
H1,2001,2001,2001,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18923,-1,N/A,,17739,,10283,10283,,6
H2,2002,2002,2002,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6,-1,N/A,,5,,3,3,,6
H2,2002,2002,2002,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6,-1,N/A,,5,,3,3,,6
H0,2003,2003,2003,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3658,-1,N/A,,145,,1837,1837,,2
H0,2003,2003,2003,6,1,0,M,690,Seychelles,SYC,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,57,-1,N/A,,10,,29,29,,2
H0,2003,2003,2003,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3596,-1,N/A,,134,,1805,1805,,2
H0,2003,2003,2003,6,1,0,M,690,Seychelles,SYC,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,,1,,2,2,,2
H0,2004,2004,2004,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9457,-1,N/A,,279,,5431,5431,,2
H0,2004,2004,2004,6,1,0,M,690,Seychelles,SYC,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1548,-1,N/A,,37,,889,889,,2
H0,2004,2004,2004,6,1,0,M,690,Seychelles,SYC,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6585,-1,N/A,,150,,3782,3782,,2
H0,2004,2004,2004,6,1,0,M,690,Seychelles,SYC,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,208,-1,N/A,,12,,119,119,,2
H0,2004,2004,2004,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1116,-1,N/A,,80,,641,641,,2
H0,2005,2005,2005,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10384,-1,N/A,0,560,0,6089,6089.079,,2
H0,2005,2005,2005,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1706,-1,N/A,0,54,0,1000,1000.454,,2
H0,2005,2005,2005,6,1,0,M,690,Seychelles,SYC,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6829,-1,N/A,0,150,0,4004,4004.725,,2
H0,2005,2005,2005,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1848,-1,N/A,0,356,0,1083,1083.901,,2
H0,2006,2006,2006,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,222,7,l,222,94,0,1884,1884.864,,0
H0,2006,2006,2006,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,210,7,l,210,69,0,1283,1283.817,,0
H0,2006,2006,2006,6,1,0,M,690,Seychelles,SYC,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12,7,l,12,25,0,601,601.047,,0
H0,2007,2007,2007,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,,5,,69,69,,0
H0,2007,2007,2007,6,1,0,M,690,Seychelles,SYC,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,1,,17,17,,0
H0,2007,2007,2007,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,4,,51,51,,0
H2,2008,2008,2008,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4414,-1,N/A,,912,,3404,3404,,2
H2,2008,2008,2008,6,1,0,M,690,Seychelles,SYC,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3746,-1,N/A,,850,,2888,2888,,2
H2,2008,2008,2008,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,1,,2,2,,2
H2,2008,2008,2008,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,666,-1,N/A,,61,,514,514,,2
H2,2010,2010,2010,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32806,-1,N/A,,35658,,230280,230280,,0
H2,2010,2010,2010,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16800,-1,N/A,,19320,,2514,2514,,0
H2,2010,2010,2010,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16000,-1,N/A,,16283,,226866,226866,,0
H2,2010,2010,2010,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6,-1,N/A,,55,,900,900,,0
H2,2011,2011,2011,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,124239,-1,N/A,,117263,,356158,356158,,0
H2,2011,2011,2011,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,36,-1,N/A,,35,,691,691,,0
H2,2011,2011,2011,6,1,0,M,690,Seychelles,SYC,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16000,-1,N/A,,15507,,3201,3201,,0
H2,2011,2011,2011,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,108091,-1,N/A,,101609,,351221,351221,,0
H2,2011,2011,2011,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,112,-1,N/A,,112,,1045,1045,,0
H2,2012,2012,2012,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,145060,-1,N/A,,173274,,164737,164737,,0
H2,2012,2012,2012,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,60,-1,N/A,,57,,1185,1185,,0
H2,2012,2012,2012,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1000,-1,N/A,,15685,,9550,9550,,0
H2,2012,2012,2012,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,144000,-1,N/A,,157532,,154002,154002,,0
H3,2013,2013,2013,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,55256,-1,N/A,,67106,,77596,77596,,0
H3,2013,2013,2013,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3750,-1,N/A,,3135,,4953,4953,,0
H3,2013,2013,2013,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17400,-1,N/A,,15082,,37993,37993,,0
H3,2013,2013,2013,6,1,0,M,690,Seychelles,SYC,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,102,-1,N/A,,2,,33,33,,0
H3,2013,2013,2013,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,34000,-1,N/A,,48880,,33777,33777,,0
H3,2013,2013,2013,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,,7,,840,840,,0
H3,2014,2014,2014,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,106891,-1,N/A,,95764,,174182,174182,,0
H3,2014,2014,2014,6,1,0,M,690,Seychelles,SYC,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,2,,735,735,,0
H3,2014,2014,2014,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,55640,-1,N/A,,47750,,116582,116582,,0
H3,2014,2014,2014,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,51200,-1,N/A,,48002,,55683,55683,,0
H3,2014,2014,2014,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,-1,N/A,,10,,1182,1182,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,272649,-1,N/A,,241049,,303202,303202,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10000,-1,N/A,,8650,,12744,12744,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5,-1,N/A,,20,,1250,1250,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,6,,38,38,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,63750,-1,N/A,,49360,,66067,66067,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,62850,-1,N/A,,54420,,105916,105916,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20000,-1,N/A,,16834,,21237,21237,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,116000,-1,N/A,,111651,,95049,95049,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5,-1,N/A,,76,,239,239,,0
H3,2015,2015,2015,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38,-1,N/A,,32,,661,661,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,312130,-1,N/A,,289503,,385247,385247,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3500,-1,N/A,,82,,1601,1601,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,160000,-1,N/A,,138180,,174991,174991,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,63016,-1,N/A,,68924,,143731,143731,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,65600,-1,N/A,,63383,,44542,44542,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5,-1,N/A,,5,,167,167,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20000,-1,N/A,,18924,,19752,19752,,0
H3,2016,2016,2016,6,1,0,M,690,Seychelles,SYC,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9,-1,N/A,,6,,462,462,,0
H3,2017,2017,2017,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,276225,-1,N/A,0,225305,,447296,447296.99,,0
H3,2017,2017,2017,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,115625,-1,N/A,0,84298,,234013,234013.42,,0
H3,2017,2017,2017,6,1,0,M,690,Seychelles,SYC,528,Netherlands,NLD,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,115625,-1,N/A,0,84298,,234013,234013.42,,0
H3,2017,2017,2017,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20,-1,N/A,0,25,,562,562.06,,0
H3,2017,2017,2017,6,1,0,M,690,Seychelles,SYC,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,66020,-1,N/A,0,58982,,86149,86149.55,,0
H3,2017,2017,2017,6,1,0,M,690,Seychelles,SYC,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64495,-1,N/A,0,,,14808,14808.41,,0
