Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,768880,-1,N/A,,768880,,449464,449464,,0
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,361812,-1,N/A,,361812,,185949,185949,,0
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10187,-1,N/A,,10187,,16245,16245,,0
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,203347,-1,N/A,,203347,,98127,98127,,0
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,18761,-1,N/A,,18761,,12421,12421,,0
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,174769,-1,N/A,,174769,,136661,136661,,0
H0,1994,1994,1994,6,1,0,M,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4,-1,N/A,,4,,61,61,,0
H0,1994,1994,1994,6,1,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1696369,-1,N/A,,1696369,,1192660,,1192660,0
H0,1994,1994,1994,6,1,0,X,807,North Macedonia,MKD,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1446875,-1,N/A,,1446875,,1125369,,1125369,0
H0,1994,1994,1994,6,1,0,X,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,248417,-1,N/A,,248417,,60036,,60036,0
H0,1994,1994,1994,6,1,0,X,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,296,-1,N/A,,296,,5315,,5315,0
H0,1994,1994,1994,6,1,0,X,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,781,-1,N/A,,781,,1940,,1940,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,398618,-1,N/A,,398618,,267621,267621,,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,204136,-1,N/A,,204136,,161902,161902,,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1562,-1,N/A,,1562,,3364,3364,,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,84132,-1,N/A,,84132,,24195,24195,,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,20007,-1,N/A,,20007,,16934,16934,,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6000,-1,N/A,,6000,,5510,5510,,0
H0,1995,1995,1995,6,1,0,M,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,82781,-1,N/A,,82781,,55716,55716,,0
H0,1995,1995,1995,6,1,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1147077,-1,N/A,,1147077,,1082286,,1082286,0
H0,1995,1995,1995,6,1,0,X,807,North Macedonia,MKD,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1119187,-1,N/A,,1119187,,1045502,,1045502,0
H0,1995,1995,1995,6,1,0,X,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,21871,-1,N/A,,21871,,21059,,21059,0
H0,1995,1995,1995,6,1,0,X,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6000,-1,N/A,,6000,,15656,,15656,0
H0,1995,1995,1995,6,1,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,19,-1,N/A,,19,,69,,69,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1338469,-1,N/A,,1338469,,984533,984533,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,84722,-1,N/A,,84722,,68524,68524,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,604812,-1,N/A,,604812,,435729,435729,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3187,-1,N/A,,3187,,4777,4777,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,32718,-1,N/A,,32718,,2304,2304,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,148289,-1,N/A,,148289,,151393,151393,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,65480,-1,N/A,,65480,,51417,51417,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,20000,-1,N/A,,20000,,10587,10587,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,379187,-1,N/A,,379187,,259729,259729,,0
H1,1996,1996,1996,6,1,0,M,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,74,-1,N/A,,74,,73,73,,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1715652,-1,N/A,,1715652,,2147804,,2147804,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1683000,-1,N/A,,1683000,,2090450,,2090450,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,199,-1,N/A,,199,,2716,,2716,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2375,-1,N/A,,2375,,7587,,7587,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1500,-1,N/A,,1500,,4659,,4659,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2875,-1,N/A,,2875,,9424,,9424,0
H1,1996,1996,1996,6,1,0,X,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,25703,-1,N/A,,25703,,32968,,32968,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,844903,-1,N/A,,844903,,589010,589010,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,38101,-1,N/A,,38101,,29757,29757,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,426375,-1,N/A,,426375,,188244,188244,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8812,-1,N/A,,8812,,13705,13705,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,114144,-1,N/A,,114144,,120824,120824,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,33070,-1,N/A,,33070,,28826,28826,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1750,-1,N/A,,1750,,746,746,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,19332,-1,N/A,,19332,,14604,14604,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,178468,-1,N/A,,178468,,170085,170085,,0
H1,1997,1997,1997,6,1,0,M,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,24851,-1,N/A,,24851,,22219,22219,,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1699122,-1,N/A,,1699122,,2087540,,2087540,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1521000,-1,N/A,,1521000,,1892757,,1892757,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2500,-1,N/A,,2500,,8197,,8197,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,28218,-1,N/A,,28218,,35794,,35794,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,335,-1,N/A,,335,,833,,833,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,52761,-1,N/A,,52761,,37046,,37046,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,23488,-1,N/A,,23488,,28552,,28552,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,12500,-1,N/A,,12500,,21330,,21330,0
H1,1997,1997,1997,6,1,0,X,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,58320,-1,N/A,,58320,,63031,,63031,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,777711,-1,N/A,,777711,,597845,597845,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,20,Andorra,AND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3812,-1,N/A,,3812,,3659,3659,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,597,-1,N/A,,597,,539,539,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,323437,-1,N/A,,323437,,227606,227606,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,152,-1,N/A,,152,,1083,1083,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5437,-1,N/A,,5437,,3593,3593,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3500,-1,N/A,,3500,,4844,4844,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14312,-1,N/A,,14312,,18856,18856,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,22000,-1,N/A,,22000,,12724,12724,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,39277,-1,N/A,,39277,,29182,29182,,0
H1,1998,1998,1998,6,1,0,M,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,365187,-1,N/A,,365187,,295759,295759,,0
H1,1998,1998,1998,6,1,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,919561,-1,N/A,,919561,,1104843,,1104843,0
H1,1998,1998,1998,6,1,0,X,807,North Macedonia,MKD,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,882875,-1,N/A,,882875,,1039989,,1039989,0
H1,1998,1998,1998,6,1,0,X,807,North Macedonia,MKD,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,12437,-1,N/A,,12437,,10721,,10721,0
H1,1998,1998,1998,6,1,0,X,807,North Macedonia,MKD,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9375,-1,N/A,,9375,,20871,,20871,0
H1,1998,1998,1998,6,1,0,X,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5062,-1,N/A,,5062,,17231,,17231,0
H1,1998,1998,1998,6,1,0,X,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9812,-1,N/A,,9812,,16031,,16031,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,666774,-1,N/A,,666774,,470341,470341,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3875,-1,N/A,,3875,,3771,3771,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,232402,-1,N/A,,232402,,156764,156764,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3937,-1,N/A,,3937,,5413,5413,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,207,-1,N/A,,207,,2500,2500,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10187,-1,N/A,,10187,,14041,14041,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,38777,-1,N/A,,38777,,22434,22434,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,377375,-1,N/A,,377375,,265233,265233,,0
H1,1999,1999,1999,6,1,0,M,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14,-1,N/A,,14,,185,185,,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1087321,-1,N/A,,1087321,,1048812,,1048812,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,984062,-1,N/A,,984062,,920915,,920915,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7125,-1,N/A,,7125,,7379,,7379,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,19722,-1,N/A,,19722,,41309,,41309,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4875,-1,N/A,,4875,,16044,,16044,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,46804,-1,N/A,,46804,,39147,,39147,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8250,-1,N/A,,8250,,8582,,8582,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,546,-1,N/A,,546,,1533,,1533,0
H1,1999,1999,1999,6,1,0,X,807,North Macedonia,MKD,891,Serbia and Montenegro,SCG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15937,-1,N/A,,15937,,13903,,13903,0
H1,2000,2000,2000,6,1,0,M,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,593682,-1,N/A,,429991,,291613,291613,,2
H1,2000,2000,2000,6,1,0,M,807,North Macedonia,MKD,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,75227,-1,N/A,,47270,,36951,36951,,2
H1,2000,2000,2000,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,139446,-1,N/A,,110792,,68495,68495,,2
H1,2000,2000,2000,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19687,-1,N/A,,1156,,9670,9670,,2
