Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1823,8,kg,1823,1823,,169874,169874.79,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1368,8,kg,1368,1368,,111252,111252.29,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,49,8,kg,49,49,,3325,3325.86,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1050,8,kg,1050,1050,,205471,205471.54,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,74,8,kg,74,74,,2063,2063.35,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2757,8,kg,2757,2757,,511503,511503.5,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9456,8,kg,9456,9456,,1662565,1662565.08,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,281,8,kg,281,281,,49864,49864.14,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5234,8,kg,5234,5234,,9362,9362.43,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,653,8,kg,653,653,,5174,5174.72,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3648,8,kg,3648,3648,,371516,371516.42,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,216,8,kg,216,216,,96123,96123.13,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6736,8,kg,6736,6736,,20014,20014.67,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9786,8,kg,9786,9786,,182397,182397.37,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,55,8,kg,55,55,,1696,1696.19,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,44772,8,kg,44772,44772,,1369216,1369216.49,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,14,8,kg,14,14,,4082,4082.65,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2574,8,kg,2574,2574,,56926,56926.89,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,410,8,kg,410,410,,18296,18296.18,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,13825,8,kg,13825,13825,,212489,212489.1,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3878,8,kg,3878,3878,,133086,133086.53,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1277,8,kg,1277,1277,,41310,41310.51,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6389,8,kg,6389,6389,,24707,24707.02,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,616,Poland,POL,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6526,8,kg,6526,6526,,13262,13262.34,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,40,Austria,AUT,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9778,8,kg,9778,9778,,181473,181473.8,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,56,Belgium,BEL,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,158,8,kg,158,158,,78873,78873.85,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,724,Spain,ESP,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1620,8,kg,1620,1620,,89099,89099.81,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,203,Czechia,CZE,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,637,8,kg,637,637,,2648,2648.1,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,757,Switzerland,CHE,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,131,8,kg,131,131,,19842,19842.42,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,842,USA,USA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2314,8,kg,2314,2314,,362194,362194.49,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,587,8,kg,587,587,,169125,169125.31,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,348,Hungary,HUN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5229,8,kg,5229,5229,,9187,9187.17,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,642,Romania,ROU,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,74,8,kg,74,74,,2063,2063.35,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,208,Denmark,DNK,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,442,8,kg,442,442,,30923,30923.22,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,392,Japan,JPN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1536,8,kg,1536,1536,,131474,131474.89,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,124,Canada,CAN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,372,8,kg,372,372,,41437,41437,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,372,Ireland,IRL,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,534,8,kg,534,534,,49891,49891.22,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,72,8,kg,72,72,,2098,2098.65,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,55,8,kg,55,55,,1696,1696.19,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2548,8,kg,2548,2548,,37682,37682.65,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,39869,8,kg,39869,39869,,371653,371653.24,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,156,China,CHN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,38982,8,kg,38982,38982,,772345,772345.45,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,300,Greece,GRC,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,406,8,kg,406,406,,17488,17488.55,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,688,Serbia,SRB,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2956,8,kg,2956,2956,,6993,6993.35,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,380,Italy,ITA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12473,8,kg,12473,12473,,137973,137973.34,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,20,8,kg,20,20,,889,889.75,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,,956,956.58,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,1454,1454.63,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,66,66.23,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,36,Australia,AUS,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,65,65.13,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,1454,1454.63,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,554,New Zealand,NZL,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,66,66.23,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,276,Germany,DEU,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,1432,1432.92,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,392,Japan,JPN,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,214,214.85,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,842,USA,USA,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,1398,1398.99,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,10,10.92,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,376,Israel,ISR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,729,729.54,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,579,Norway,NOR,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,87,87.72,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,10,10.92,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,729,729.54,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,,87,87.72,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,36,Australia,AUS,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,51,-1,N/A,0,51,,4517,4517.77,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,124,Canada,CAN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,171,-1,N/A,0,171,,7463,7463.15,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,32,-1,N/A,0,32,,4289,4289.76,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,233,Estonia,EST,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,39,-1,N/A,0,39,,1473,1473.11,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,372,Ireland,IRL,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15,-1,N/A,0,15,,1112,1112.69,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,484,Mexico,MEX,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,-1,N/A,0,2,,178,178.97,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,122,-1,N/A,0,122,,15498,15498.44,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,530,-1,N/A,0,530,,28191,28191.03,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,702,Singapore,SGP,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5,-1,N/A,0,5,,218,218.02,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,703,Slovakia,SVK,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,18,-1,N/A,0,18,,678,678.19,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,-1,N/A,0,10,,387,387.5,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,156,China,CHN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2665,-1,N/A,0,2665,,150257,150257.92,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,752,Sweden,SWE,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,21463,-1,N/A,0,21463,,67479,67479.3,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,246,Finland,FIN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,102,-1,N/A,0,102,,13021,13021.53,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,251,France,FRA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,152,-1,N/A,0,152,,29007,29007.35,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,543,-1,N/A,0,543,,48900,48900.15,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,39,-1,N/A,0,39,,1473,1473.11,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,122,-1,N/A,0,122,,49450,49450.01,,0
H4,2015,2015,2015,6,1,0,M,807,North Macedonia,MKD,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,549,-1,N/A,0,549,,51003,51003.91,,0
