Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,101,-1,N/A,,101,,17428,17428,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,85,-1,N/A,,85,,2953,2953,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,218,-1,N/A,,218,,2477,2477,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,89,-1,N/A,,89,,712,712,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,222,-1,N/A,,222,,5602,5602,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,2750,-1,N/A,,2750,,107064,107064,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,85,-1,N/A,,85,,5530,5530,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,371,-1,N/A,,371,,29165,29165,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3937,-1,N/A,,3937,,39482,39482,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,14562,-1,N/A,,14562,,62673,62673,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3937,-1,N/A,,3937,,38935,38935,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,437,-1,N/A,,437,,9433,9433,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,425,-1,N/A,,425,,30716,30716,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,484,-1,N/A,,484,,15212,15212,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,5000,-1,N/A,,5000,,300927,300927,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,91847,-1,N/A,,91847,,3459842,3459842,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,72898,-1,N/A,,72898,,1436181,1436181,,0
H0,1998,1998,1998,4,0,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,199122,-1,N/A,,199122,,5579926,5579926,,0
H1,1999,1999,1999,4,0,0,RX,682,Saudi Arabia,SAU,879,"Western Asia, nes",F97,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,21,-1,N/A,,21,,580,,,0
H1,1999,1999,1999,4,0,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,21,-1,N/A,,21,,580,,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,30,-1,N/A,,30,,838,838,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,183,-1,N/A,,183,,21339,21339,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,20,-1,N/A,,20,,10520,10520,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,18,-1,N/A,,18,,12289,12289,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,54,-1,N/A,,54,,818,818,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,18,-1,N/A,,18,,1166,1166,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,617,-1,N/A,,617,,21289,21289,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,109,-1,N/A,,109,,29545,29545,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,17,-1,N/A,,17,,5138,5138,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,40,-1,N/A,,40,,4486,4486,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,351,-1,N/A,,351,,6983,6983,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,160,-1,N/A,,160,,9440,9440,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1250,-1,N/A,,1250,,20275,20275,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,132,-1,N/A,,132,,18692,18692,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3812,-1,N/A,,3812,,5767,5767,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,6875,-1,N/A,,6875,,189830,189830,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,7125,-1,N/A,,7125,,11668,11668,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3750,-1,N/A,,3750,,696103,696103,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,18644,-1,N/A,,18644,,746867,746867,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,17,-1,N/A,,17,,202,202,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,97,-1,N/A,,97,,2753,2753,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,131109,-1,N/A,,131109,,4340968,4340968,,0
H1,1999,1999,1999,4,0,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,174428,-1,N/A,,174428,,6156976,6156976,,0
H1,1999,1999,1999,4,0,0,X,682,Saudi Arabia,SAU,879,"Western Asia, nes",F97,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,21,-1,N/A,,21,,580,,580,0
H1,1999,1999,1999,4,0,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,21,-1,N/A,,21,,580,,580,0
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,223088,-1,N/A,,223088,,3987738,3987738,,6
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,40533,40533,,0
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,7000,-1,N/A,,7000,,190134,190134,,0
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,6566,-1,N/A,,6566,,241867,241867,,6
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4000,-1,N/A,,4000,,41067,41067,,0
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4000,-1,N/A,,4000,,149334,149334,,0
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,199000,-1,N/A,,199000,,3297604,3297604,,0
H1,2000,2000,2000,4,0,0,M,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1522,-1,N/A,,1522,,27200,27200,,6
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,305057,-1,N/A,,305057,,5893074,5893074,,6
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,5000,-1,N/A,,5000,,35467,35467,,0
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,15057,-1,N/A,,15057,,1591469,1591469,,6
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,74000,-1,N/A,,74000,,48800,48800,,0
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,30400,30400,,0
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3000,-1,N/A,,3000,,28000,28000,,0
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,53000,-1,N/A,,53000,,797334,797334,,0
H1,2001,2001,2001,4,0,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,154000,-1,N/A,,154000,,3361604,3361604,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,356079,-1,N/A,,356079,,14822952,14822952,,6
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,5000,-1,N/A,,5000,,47467,47467,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,27200,27200,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,16000,-1,N/A,,16000,,424267,424267,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,673,-1,N/A,,673,,28000,28000,,6
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,249067,249067,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,7000,-1,N/A,,7000,,74933,74933,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4000,-1,N/A,,4000,,70133,70133,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,54667,54667,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3209,-1,N/A,,3209,,133600,133600,,6
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,2197,-1,N/A,,2197,,91467,91467,,6
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,179000,-1,N/A,,179000,,10902147,10902147,,0
H2,2002,2002,2002,4,0,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,136000,-1,N/A,,136000,,2720003,2720003,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,441115,-1,N/A,,441115,,15794420,15794420,,6
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,81000,-1,N/A,,81000,,409867,409867,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,30000,-1,N/A,,30000,,1009868,1009868,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,9005,-1,N/A,,9005,,454134,454134,,6
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4110,-1,N/A,,4110,,194667,194667,,6
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,2000,-1,N/A,,2000,,257334,257334,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3000,-1,N/A,,3000,,52800,52800,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,10000,-1,N/A,,10000,,312534,312534,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,27000,-1,N/A,,27000,,184267,184267,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3000,-1,N/A,,3000,,51733,51733,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,98667,98667,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1000,-1,N/A,,1000,,58667,58667,,0
H2,2003,2003,2003,4,0,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,126000,-1,N/A,,126000,,8326410,8326410,,0
