Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1991,1991,1991,6,1,0,X,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,68,,68,0
H0,1991,1991,1991,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,68,,68,0
H0,1991,1991,1991,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,68,,,0
H0,1991,1991,1991,6,1,0,RX,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,68,,,0
H0,1991,1991,1991,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,620812,-1,N/A,,620812,,495541,495541,,0
H0,1991,1991,1991,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,60542,-1,N/A,,60542,,78815,78815,,0
H0,1991,1991,1991,6,1,0,M,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9562,-1,N/A,,9562,,25825,25825,,0
H0,1991,1991,1991,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,690916,-1,N/A,,690916,,600181,600181,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,69203,-1,N/A,,69203,,68080,68080,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,671,-1,N/A,,671,,1032,1032,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,671,-1,N/A,,671,,1226,1226,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,199,-1,N/A,,199,,543,543,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2437,-1,N/A,,2437,,19542,19542,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,16035,-1,N/A,,16035,,21951,21951,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14500,-1,N/A,,14500,,18919,18919,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,895187,-1,N/A,,895187,,670125,670125,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,45402,-1,N/A,,45402,,71348,71348,,0
H0,1992,1992,1992,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1044305,-1,N/A,,1044305,,872766,872766,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,671,-1,N/A,,671,,982,982,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,24,-1,N/A,,24,,505,505,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,671,-1,N/A,,671,,1006,1006,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,53839,-1,N/A,,53839,,30535,30535,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,316,-1,N/A,,316,,910,910,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3062,-1,N/A,,3062,,18124,18124,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,31,-1,N/A,,31,,369,369,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4750,-1,N/A,,4750,,16523,16523,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2437,-1,N/A,,2437,,13167,13167,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,753500,-1,N/A,,753500,,514217,514217,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2937,-1,N/A,,2937,,7378,7378,,0
H0,1993,1993,1993,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,822238,-1,N/A,,822238,,603716,603716,,0
H0,1994,1994,1994,6,1,0,X,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4,-1,N/A,,4,,26,,26,0
H0,1994,1994,1994,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4,-1,N/A,,4,,26,,26,0
H0,1994,1994,1994,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4,-1,N/A,,4,,26,,,0
H0,1994,1994,1994,6,1,0,RX,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4,-1,N/A,,4,,26,,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4000,-1,N/A,,4000,,15961,15961,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14250,-1,N/A,,14250,,13618,13618,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2187,-1,N/A,,2187,,16112,16112,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,195,-1,N/A,,195,,1629,1629,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,156695,-1,N/A,,156695,,132043,132043,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4687,-1,N/A,,4687,,21756,21756,,0
H0,1994,1994,1994,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,182014,-1,N/A,,182014,,201119,201119,,0
H0,1995,1995,1995,6,1,0,X,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,39,-1,N/A,,39,,186,,186,0
H0,1995,1995,1995,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,39,-1,N/A,,39,,186,,186,0
H0,1995,1995,1995,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,39,-1,N/A,,39,,186,,,0
H0,1995,1995,1995,6,1,0,RX,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,39,-1,N/A,,39,,186,,,0
H0,1995,1995,1995,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14250,-1,N/A,,14250,,22071,22071,,0
H0,1995,1995,1995,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,63105,-1,N/A,,63105,,99629,99629,,0
H0,1995,1995,1995,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,632,-1,N/A,,632,,3567,3567,,0
H0,1995,1995,1995,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,705187,-1,N/A,,705187,,599270,599270,,0
H0,1995,1995,1995,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,38675,-1,N/A,,38675,,99035,99035,,0
H0,1995,1995,1995,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,821849,-1,N/A,,821849,,823572,823572,,0
H0,1996,1996,1996,6,1,0,X,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,149,-1,N/A,,149,,422,,422,0
H0,1996,1996,1996,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,149,-1,N/A,,149,,422,,422,0
H0,1996,1996,1996,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,149,-1,N/A,,149,,422,,,0
H0,1996,1996,1996,6,1,0,RX,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,149,-1,N/A,,149,,422,,,0
H0,1996,1996,1996,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,48699,-1,N/A,,48699,,30567,30567,,0
H0,1996,1996,1996,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,726,-1,N/A,,726,,5696,5696,,0
H0,1996,1996,1996,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,295187,-1,N/A,,295187,,697331,697331,,0
H0,1996,1996,1996,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15875,-1,N/A,,15875,,31543,31543,,0
H0,1996,1996,1996,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,360487,-1,N/A,,360487,,765137,765137,,0
H0,1998,1998,1998,6,1,0,X,682,Saudi Arabia,SAU,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2000,-1,N/A,,2000,,3728,,3728,0
H0,1998,1998,1998,6,1,0,X,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1,-1,N/A,,1,,16,,16,0
H0,1998,1998,1998,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2001,-1,N/A,,2001,,3744,,3744,0
H0,1998,1998,1998,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1,-1,N/A,,1,,16,,,0
H0,1998,1998,1998,6,1,0,RX,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1,-1,N/A,,1,,16,,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8500,-1,N/A,,8500,,14969,14969,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,105000,-1,N/A,,105000,,71772,71772,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,17000,-1,N/A,,17000,,9141,9141,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,55121,-1,N/A,,55121,,64852,64852,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,42242,-1,N/A,,42242,,78171,78171,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,805250,-1,N/A,,805250,,783412,783412,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,64531,-1,N/A,,64531,,99504,99504,,0
H0,1998,1998,1998,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1097644,-1,N/A,,1097644,,1121821,1121821,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,48,Bahrain,BHR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,847,-1,N/A,,847,,4332,4332,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,40000,-1,N/A,,40000,,29477,29477,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,205933,-1,N/A,,205933,,142883,142883,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,219628,-1,N/A,,219628,,433334,433334,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,78109,-1,N/A,,78109,,58897,58897,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,182199,-1,N/A,,182199,,272670,272670,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1872750,-1,N/A,,1872750,,1264626,1264626,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,30,-1,N/A,,30,,48,48,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,218,-1,N/A,,218,,10862,10862,,0
H1,1999,1999,1999,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2599714,-1,N/A,,2599714,,2217129,2217129,,0
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3403412,-1,N/A,,2388000,,1671735,1671735,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,306193,-1,N/A,,113000,,150400,150400,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,94464,-1,N/A,,38000,,46400,46400,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,102607,-1,N/A,,39000,,50400,50400,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,214444,-1,N/A,,225000,,105333,105333,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,60804,-1,N/A,,5000,,29867,29867,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1929451,-1,N/A,,1355000,,947735,947735,,2
H1,2000,2000,2000,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,695449,-1,N/A,,613000,,341600,341600,,2
H1,2001,2001,2001,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2562124,-1,N/A,,2146000,,1392268,1392268,,2
H1,2001,2001,2001,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,57416,-1,N/A,,14000,,31200,31200,,2
H1,2001,2001,2001,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,594279,-1,N/A,,653000,,322934,322934,,2
H1,2001,2001,2001,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1729839,-1,N/A,,1324000,,940001,940001,,2
H1,2001,2001,2001,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,180590,-1,N/A,,155000,,98133,98133,,2
H2,2002,2002,2002,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2388668,-1,N/A,,1909000,,1293868,1293868,,2
H2,2002,2002,2002,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,746828,-1,N/A,,801000,,404534,404534,,2
H2,2002,2002,2002,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1536486,-1,N/A,,1107000,,832268,832268,,2
