Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,20201570,,20201570,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,827680,827680,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,649918,649918,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,13323,13323,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,24661,24661,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,77536,77536,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,10289,10289,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,735,735,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,5374,5374,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,6025,6025,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1257,1257,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,18970,18970,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,4225,4225,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1950,1950,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1857,1857,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,2074,2074,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,7744,7744,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,541,541,,0
H4,2012,2012,2012,6,1,0,M,704,Viet Nam,VNM,540,New Caledonia,NCL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1200,1200,,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,23907,,23907,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,251157,,251157,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,80055,,80055,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,572280,,572280,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,62841,,62841,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,6664185,,6664185,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,176666,,176666,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,139057,,139057,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,4036629,,4036629,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,4127,,4127,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,681547,,681547,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,396,,396,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,2056,,2056,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,135220,,135220,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1641,,1641,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1854933,,1854933,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,45298,,45298,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,904317,,904317,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,6712673,,6712673,0
H4,2012,2012,2012,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,22348983,,22348983,0
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2039,-1,N/A,,2039,,17150,17150,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,450,-1,N/A,,450,,3785,3785,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,194,-1,N/A,,194,,1634,1634,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2440,-1,N/A,,2440,,20525,20525,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,639,-1,N/A,,639,,5374,5374,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1446,-1,N/A,,1446,,12166,12166,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9993,-1,N/A,,9993,,84057,84057,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,78,-1,N/A,,78,,653,653,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,17863,-1,N/A,,17863,,150256,150256,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,57,-1,N/A,,57,,479,479,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,333,-1,N/A,,333,,2800,2800,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2388,-1,N/A,,2388,,20086,20086,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,19933,-1,N/A,,19933,,167665,167665,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,204,-1,N/A,,204,,1718,1718,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,21423,-1,N/A,,21423,,180195,180195,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,382,-1,N/A,,382,,3214,3214,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,110237,-1,N/A,,110237,,927252,927252,,6
H4,2013,2013,2013,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,190099,-1,N/A,,190099,,1599008,1599008,,6
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,120,Cameroon,CMR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1338,,1338,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,325237,,325237,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,335,,335,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,5784190,,5784190,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,4735825,,4735825,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1008427,,1008427,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,30723,,30723,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,7898809,,7898809,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,40875,,40875,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,3523095,,3523095,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,85461,,85461,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,692731,,692731,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,59469,,59469,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,450,,450,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,214,,214,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,320,,320,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,47361,,47361,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1847096,,1847096,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,8808498,,8808498,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,3000,,3000,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,7882376,,7882376,0
H4,2013,2013,2013,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,42775830,,42775830,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,61087337,,61087337,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,15626021,,15626021,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,3784065,,3784065,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,10354649,,10354649,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,62809,,62809,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,612237,,612237,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,600,,600,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,6091,,6091,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,2067,,2067,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,8800,,8800,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,59704,,59704,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1106449,,1106449,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,573523,,573523,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,546008,,546008,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,224369,,224369,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,10657583,,10657583,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,6801,,6801,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,709078,,709078,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,7333231,,7333231,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,7909727,,7909727,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,1190359,,1190359,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,38147,,38147,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,510,,510,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,430,Liberia,LBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,123340,,123340,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,144234,,144234,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,6289,,6289,0
H4,2014,2014,2014,6,1,0,X,704,Viet Nam,VNM,626,Timor-Leste,TLS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),-1,N/A,,-1,N/A,,,,645,,645,0
H4,2014,2014,2014,6,1,0,M,704,Viet Nam,VNM,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,569,-1,N/A,,569,,6207,6207,,6
H4,2014,2014,2014,6,1,0,M,704,Viet Nam,VNM,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,914,-1,N/A,,914,,9968,9968,,6
H4,2014,2014,2014,6,1,0,M,704,Viet Nam,VNM,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1044,-1,N/A,,1044,,11378,11378,,6
H4,2014,2014,2014,6,1,0,M,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1038,-1,N/A,,1038,,11319,11319,,6
H4,2014,2014,2014,6,1,0,M,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,81,-1,N/A,,81,,880,880,,6
H4,2014,2014,2014,6,1,0,M,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5569,-1,N/A,,5569,,60717,60717,,6
