Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2000,2000,2000,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2176111,-1,N/A,,1793159,,958000,,958000,6
H1,2000,2000,2000,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1160744,-1,N/A,,956476,,511000,,511000,6
H1,2000,2000,2000,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1015367,-1,N/A,,836683,,447000,,447000,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1517528,-1,N/A,,1105246,,682205,,682205,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,104883,-1,N/A,,76388,,47150,,47150,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,51069,-1,N/A,,37194,,22958,,22958,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,90579,-1,N/A,,65971,,40720,,40720,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,34483,-1,N/A,,25115,,15502,,15502,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25288,-1,N/A,,18417,,11368,,11368,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,70815,-1,N/A,,51576,,31835,,31835,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,57580,-1,N/A,,41937,,25885,,25885,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,966982,-1,N/A,,704273,,434707,,434707,6
H1,2001,2001,2001,6,1,0,X,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,115849,-1,N/A,,84375,,52080,,52080,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,77955,-1,N/A,,73076,,42361,42361,,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2153,-1,N/A,,2018,,1170,1170,,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32604,-1,N/A,,30563,,17717,17717,,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3736,-1,N/A,,3502,,2030,2030,,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6459,-1,N/A,,6055,,3510,3510,,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,409,-1,N/A,,383,,222,222,,6
H1,2001,2001,2001,6,1,0,M,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32595,-1,N/A,,30555,,17712,17712,,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5907646,-1,N/A,,4455267,,2832935,,2832935,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6,-1,N/A,,5,,3,,3,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1385415,-1,N/A,,1044815,,664358,,664358,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,437142,-1,N/A,,329672,,209626,,209626,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2027122,-1,N/A,,1528759,,972080,,972080,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,176814,-1,N/A,,133345,,84789,,84789,6
H1,2002,2002,2002,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1881146,-1,N/A,,1418671,,902079,,902079,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,210440,-1,N/A,,188540,,113989,113989,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,923,-1,N/A,,827,,500,500,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2790,-1,N/A,,2499,,1511,1511,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,57838,-1,N/A,,51819,,31329,31329,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,45557,-1,N/A,,40816,,24677,24677,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,66,-1,N/A,,60,,36,36,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5169,-1,N/A,,4631,,2800,2800,,6
H1,2002,2002,2002,6,1,0,M,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,98097,-1,N/A,,87888,,53136,53136,,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4325202,-1,N/A,,2872579,,2014218,,2014218,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,30359,-1,N/A,,20163,,14138,,14138,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,489498,-1,N/A,,325100,,227956,,227956,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,88490,-1,N/A,,58770,,41209,,41209,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1875159,-1,N/A,,1245385,,873249,,873249,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,596332,-1,N/A,,396054,,277708,,277708,6
H1,2003,2003,2003,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1245364,-1,N/A,,827108,,579958,,579958,6
H1,2003,2003,2003,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175013,-1,N/A,,134483,,87877,87877,,6
H1,2003,2003,2003,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2880,-1,N/A,,2213,,1446,1446,,6
H1,2003,2003,2003,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4740,-1,N/A,,3642,,2380,2380,,6
H1,2003,2003,2003,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19575,-1,N/A,,15042,,9829,9829,,6
H1,2003,2003,2003,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,114041,-1,N/A,,87631,,57262,57262,,6
H1,2003,2003,2003,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,33777,-1,N/A,,25955,,16960,16960,,6
H2,2004,2004,2004,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2930331,-1,N/A,,2150840,,1515681,,1515681,6
H2,2004,2004,2004,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,294858,-1,N/A,,216423,,152512,,152512,6
H2,2004,2004,2004,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1264654,-1,N/A,,928246,,654128,,654128,6
H2,2004,2004,2004,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1370819,-1,N/A,,1006171,,709041,,709041,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,196955,-1,N/A,,161960,,113107,113107,,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1264,-1,N/A,,1040,,726,726,,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22543,-1,N/A,,18538,,12946,12946,,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,21596,-1,N/A,,17759,,12402,12402,,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,93855,-1,N/A,,77179,,53899,53899,,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,592,-1,N/A,,487,,340,340,,6
H2,2004,2004,2004,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,57105,-1,N/A,,46958,,32794,32794,,6
H2,2005,2005,2005,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6515132,-1,N/A,,4782056,,3369879,,3369879,6
H2,2005,2005,2005,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50122,-1,N/A,,36789,,25925,,25925,6
H2,2005,2005,2005,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,310232,-1,N/A,,227708,,160464,,160464,6
H2,2005,2005,2005,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6130787,-1,N/A,,4499950,,3171081,,3171081,6
H2,2005,2005,2005,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23991,-1,N/A,,17609,,12409,,12409,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,160778,-1,N/A,,132210,,92331,92331,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,104,Myanmar,MMR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,62426,-1,N/A,,51334,,35850,35850,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8132,-1,N/A,,6687,,4670,4670,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12757,-1,N/A,,10490,,7326,7326,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2199,-1,N/A,,1809,,1263,1263,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2211,-1,N/A,,1819,,1270,1270,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2521,-1,N/A,,2073,,1448,1448,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23395,-1,N/A,,19238,,13435,13435,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,28988,-1,N/A,,23837,,16647,16647,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17619,-1,N/A,,14488,,10118,10118,,6
H2,2005,2005,2005,6,1,0,M,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,529,-1,N/A,,435,,304,304,,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6529462,-1,N/A,,4792574,,3377291,,3377291,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1407,-1,N/A,,1033,,728,,728,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1002781,-1,N/A,,736033,,518677,,518677,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,277270,-1,N/A,,203514,,143415,,143415,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3463466,-1,N/A,,2542157,,1791439,,1791439,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1757316,-1,N/A,,1289856,,908952,,908952,6
H2,2006,2006,2006,6,1,0,X,704,Viet Nam,VNM,887,Yemen,YEM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27221,-1,N/A,,19980,,14080,,14080,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1731547,-1,N/A,,1423878,,994388,994388,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,104,Myanmar,MMR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,108509,-1,N/A,,89228,,62314,62314,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,163007,-1,N/A,,134043,,93611,93611,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9064,-1,N/A,,7453,,5205,5205,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2027,-1,N/A,,1667,,1164,1164,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,273831,-1,N/A,,225176,,157255,157255,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5442,-1,N/A,,4475,,3125,3125,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,76033,-1,N/A,,62523,,43664,43664,,6
H2,2006,2006,2006,6,1,0,M,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1093636,-1,N/A,,899314,,628050,628050,,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8741952,-1,N/A,,7340451,,4457764,,4457764,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22068,-1,N/A,,18530,,11253,,11253,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9152,-1,N/A,,7685,,4667,,4667,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,635565,-1,N/A,,533671,,324092,,324092,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25984,-1,N/A,,21818,,13250,,13250,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,213769,-1,N/A,,179498,,109007,,109007,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6263211,-1,N/A,,5259099,,3193785,,3193785,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49066,-1,N/A,,41200,,25020,,25020,6
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1305773,-1,N/A,,1096433,,665850,,665850,6
