Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2015,2015,2015,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2594,8,kg,2594.41,2594,,14040,14040.967,,0
H3,2015,2015,2015,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2659,8,kg,2659.41,2659,,14759,14759.215,,0
H3,2015,2015,2015,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2843,8,kg,2843.41,2843,,17094,17094.627,,0
H3,2015,2015,2015,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,184,8,kg,184,184,,2335,2335.412,,0
H3,2015,2015,2015,4,0,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,65,8,kg,65,65,,718,718.247,,0
H3,2015,2015,2015,4,0,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,65,8,kg,65,65,,718,718.247,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,124,Canada,CAN,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,69,8,kg,69.11,69,,714,714.829,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,780,Trinidad and Tobago,TTO,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,150,8,kg,150,150,,2729,2729.719,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,780,Trinidad and Tobago,TTO,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,150,8,kg,150,150,,2729,2729.719,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,124,Canada,CAN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,69,8,kg,69.11,69,,714,714.829,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3009,8,kg,3009.02,3009,,8866,8866.202,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2998,8,kg,2998,2998,,7843,7843.581,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11,8,kg,11.02,11,,1022,1022.621,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,124,Canada,CAN,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,69,8,kg,69.11,69,,714,714.829,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,780,Trinidad and Tobago,TTO,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,150,8,kg,150,150,,2729,2729.719,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,780,Trinidad and Tobago,TTO,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,150,8,kg,150,150,,2729,2729.719,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,124,Canada,CAN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,69,8,kg,69.11,69,,714,714.829,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3009,8,kg,3009.02,3009,,8866,8866.202,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2998,8,kg,2998,2998,,7843,7843.581,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11,8,kg,11.02,11,,1022,1022.621,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11,8,kg,11.02,11,,1022,1022.621,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3217,8,kg,3217.11,3217,,11288,11288.129,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3228,8,kg,3228.13,3228,,12310,12310.751,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3009,8,kg,3009.02,3009,,8866,8866.202,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2998,8,kg,2998,2998,,7843,7843.581,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11,8,kg,11.02,11,,1022,1022.621,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,69,8,kg,69.11,69,,714,714.829,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,150,8,kg,150,150,,2729,2729.719,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,150,8,kg,150,150,,2729,2729.719,,0
H3,2016,2016,2016,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,69,8,kg,69.11,69,,714,714.829,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,124,Canada,CAN,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1500,8,kg,1500,1500,,2933,2933.786,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,156,China,CHN,156,China,CHN,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,8,kg,910,910,,3608,3608.389,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,124,Canada,CAN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1500,8,kg,1500,1500,,2933,2933.786,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,156,China,CHN,156,China,CHN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,8,kg,910,910,,3608,3608.389,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15309,8,kg,15309.8,15309,,22713,22713.996,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15306,8,kg,15306.63,15306,,22597,22597.311,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3.17,3,,116,116.685,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3.17,3,,116,116.685,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15306,8,kg,15306.63,15306,,22597,22597.311,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15309,8,kg,15309.8,15309,,22713,22713.996,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1500,8,kg,1500,1500,,2933,2933.786,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,156,China,CHN,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,8,kg,910,910,,3608,3608.389,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1500,8,kg,1500,1500,,2933,2933.786,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,8,kg,910,910,,3608,3608.389,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,17719,8,kg,17719.8,17719,,29256,29256.171,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,17716,8,kg,17716.63,17716,,29139,29139.486,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3.17,3,,116,116.685,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3.17,3,,116,116.685,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15306,8,kg,15306.63,15306,,22597,22597.311,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15309,8,kg,15309.8,15309,,22713,22713.996,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,124,Canada,CAN,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1500,8,kg,1500,1500,,2933,2933.786,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,156,China,CHN,C00,All CPCs,2100,Sea,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,8,kg,910,910,,3608,3608.389,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,124,Canada,CAN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1500,8,kg,1500,1500,,2933,2933.786,,0
H3,2017,2017,2017,4,0,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,156,China,CHN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,8,kg,910,910,,3608,3608.389,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,11363,-1,N/A,,11363,,16407,16407,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9125,-1,N/A,,9125,,1218,1218,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2000,-1,N/A,,2000,,14974,14974,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,238,-1,N/A,,238,,215,215,,0
H0,1993,1993,1993,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1082,-1,N/A,,1082,,3999,,,0
H0,1993,1993,1993,6,1,0,RX,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1062,-1,N/A,,1062,,3703,,,0
H0,1993,1993,1993,6,1,0,RX,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,20,-1,N/A,,20,,296,,,0
H0,1993,1993,1993,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3608,-1,N/A,,3608,,21246,,21246,0
H0,1993,1993,1993,6,1,0,X,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3499,-1,N/A,,3499,,20580,,20580,0
H0,1993,1993,1993,6,1,0,X,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,109,-1,N/A,,109,,666,,666,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,11902,-1,N/A,,11902,,102039,102039,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,953,-1,N/A,,953,,9357,9357,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,441,-1,N/A,,441,,1184,1184,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9937,-1,N/A,,9937,,90223,90223,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,571,-1,N/A,,571,,1275,1275,,0
H0,1994,1994,1994,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,260,-1,N/A,,260,,12281,,,0
H0,1994,1994,1994,6,1,0,RX,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,207,-1,N/A,,207,,11911,,,0
H0,1994,1994,1994,6,1,0,RX,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,53,-1,N/A,,53,,370,,,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3995,-1,N/A,,3995,,33320,,33320,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3894,-1,N/A,,3894,,32876,,32876,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,101,-1,N/A,,101,,444,,444,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,22647,-1,N/A,,22647,,56138,56138,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,156,-1,N/A,,156,,2134,2134,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,609,-1,N/A,,609,,1144,1144,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1062,-1,N/A,,1062,,3108,3108,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,61,-1,N/A,,61,,567,567,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1937,-1,N/A,,1937,,2457,2457,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,17839,-1,N/A,,17839,,45832,45832,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,983,-1,N/A,,983,,896,896,,0
H0,1995,1995,1995,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,785,-1,N/A,,785,,1431,,,0
H0,1995,1995,1995,6,1,0,RX,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,785,-1,N/A,,785,,1431,,,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2788,-1,N/A,,2788,,14276,,14276,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1875,-1,N/A,,1875,,12660,,12660,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,913,-1,N/A,,913,,1616,,1616,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7297,-1,N/A,,7297,,62868,62868,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,582,-1,N/A,,582,,1502,1502,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,6312,-1,N/A,,6312,,60612,60612,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,403,-1,N/A,,403,,754,754,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,11567,-1,N/A,,11567,,53275,53275,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,214,-1,N/A,,214,,627,627,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,660,Anguilla,AIA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,78,-1,N/A,,78,,925,925,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1375,-1,N/A,,1375,,1764,1764,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9562,-1,N/A,,9562,,48832,48832,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,338,-1,N/A,,338,,1127,1127,,0
H0,1997,1997,1997,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,62,-1,N/A,,62,,1703,,,0
H0,1997,1997,1997,6,1,0,RX,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,62,-1,N/A,,62,,1703,,,0
H0,1997,1997,1997,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,349,-1,N/A,,349,,3483,,3483,0
H0,1997,1997,1997,6,1,0,X,659,Saint Kitts and Nevis,KNA,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,30,-1,N/A,,30,,1355,,1355,0
H0,1997,1997,1997,6,1,0,X,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,62,-1,N/A,,62,,1703,,1703,0
H0,1997,1997,1997,6,1,0,X,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,257,-1,N/A,,257,,425,,425,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,13677,-1,N/A,,13677,,38219,38219,,0
