Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1065,-1,N/A,,1065,,4751,4751,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,605,-1,N/A,,605,,994,994,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,371,-1,N/A,,371,,3065,3065,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,89,-1,N/A,,89,,692,692,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5061,-1,N/A,,5061,,8707,8707,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3812,-1,N/A,,3812,,4803,4803,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1187,-1,N/A,,1187,,3567,3567,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,62,-1,N/A,,62,,337,337,,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,52190,-1,N/A,,52190,,28115,,28115,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,898,-1,N/A,,898,,1896,,1896,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,41984,-1,N/A,,41984,,22961,,22961,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,312,Guadeloupe,GLP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8625,-1,N/A,,8625,,2294,,2294,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,500,Montserrat,MSR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,308,-1,N/A,,308,,552,,552,0
H0,1994,1994,1994,6,1,0,X,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,375,-1,N/A,,375,,412,,412,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2928,-1,N/A,,2928,,5192,5192,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,640,-1,N/A,,640,,1040,1040,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2062,-1,N/A,,2062,,3623,3623,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,226,-1,N/A,,226,,529,529,,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,129123,-1,N/A,,129123,,66962,,66962,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15812,-1,N/A,,15812,,3843,,3843,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5625,-1,N/A,,5625,,1039,,1039,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6812,-1,N/A,,6812,,1249,,1249,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,85000,-1,N/A,,85000,,59102,,59102,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,662,Saint Lucia,LCA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10312,-1,N/A,,10312,,741,,741,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3687,-1,N/A,,3687,,659,,659,0
H0,1995,1995,1995,6,1,0,X,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1875,-1,N/A,,1875,,329,,329,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7175,-1,N/A,,7175,,10878,10878,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4000,-1,N/A,,4000,,5947,5947,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2875,-1,N/A,,2875,,3888,3888,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,300,-1,N/A,,300,,1043,1043,,0
H0,1996,1996,1996,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,28625,-1,N/A,,28625,,15877,,15877,0
H0,1996,1996,1996,6,1,0,X,659,Saint Kitts and Nevis,KNA,660,Anguilla,AIA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3625,-1,N/A,,3625,,8100,,8100,0
H0,1996,1996,1996,6,1,0,X,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,25000,-1,N/A,,25000,,7777,,7777,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9936,-1,N/A,,9936,,13222,13222,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6562,-1,N/A,,6562,,9717,9717,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1312,-1,N/A,,1312,,1751,1751,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2062,-1,N/A,,2062,,1754,1754,,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9362,-1,N/A,,9362,,13594,13594,,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4500,-1,N/A,,4500,,6538,6538,,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4812,-1,N/A,,4812,,6917,6917,,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,139,139,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7217,-1,N/A,,7679,,11520,11520,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3772,-1,N/A,,4014,,6211,6211,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,67,-1,N/A,,67,,200,200,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3338,-1,N/A,,3558,,4441,4441,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40,-1,N/A,,40,,668,668,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3707,-1,N/A,,2808,,6400,6400,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1928,-1,N/A,,1928,,2521,2521,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12,-1,N/A,,12,,84,84,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1668,-1,N/A,,769,,1691,1691,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,99,-1,N/A,,99,,2104,2104,,0
H1,2002,2002,2002,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6820,-1,N/A,,6585,,10551,10551,,0
H1,2002,2002,2002,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4799,-1,N/A,,4520,,7151,7151,,0
H1,2002,2002,2002,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2020,-1,N/A,,2020,,2630,2630,,0
H1,2002,2002,2002,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,45,,771,771,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6568,-1,N/A,,24503,,30079,30079,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2282,-1,N/A,,20231,,21580,21580,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4123,-1,N/A,,4123,,7209,7209,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24,-1,N/A,,10,,14,14,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,139,-1,N/A,,139,,1276,1276,,0
H1,2004,2004,2004,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4520,-1,N/A,,5040,,8812,8812,,0
H1,2004,2004,2004,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4178,-1,N/A,,3695,,5895,5895,,0
H1,2004,2004,2004,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,252,-1,N/A,,1255,,2064,2064,,0
H1,2004,2004,2004,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,90,-1,N/A,,90,,853,853,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32936,-1,N/A,,34588,,41898,41898,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3037,-1,N/A,,3359,,4519,4519,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24668,-1,N/A,,24409,,24669,24669,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4533,-1,N/A,,6122,,11127,11127,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,698,-1,N/A,,698,,1584,1584,,0
H1,2006,2006,2006,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,43007,-1,N/A,,50467,,66821,66821,,0
H1,2006,2006,2006,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24345,-1,N/A,,24025,,24345,24345,,0
H1,2006,2006,2006,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18518,-1,N/A,,26343,,41783,41783,,0
H1,2006,2006,2006,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,144,-1,N/A,,99,,693,693,,0
H1,2007,2007,2007,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4121,-1,N/A,,4455,,10295,10295,,0
H1,2007,2007,2007,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3063,-1,N/A,,3288,,6427,6427,,0
H1,2007,2007,2007,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,875,-1,N/A,,875,,1634,1634,,0
H1,2007,2007,2007,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,183,-1,N/A,,292,,2234,2234,,0
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,85389,-1,N/A,,51491,,65843,65843,,2
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3565,-1,N/A,,14,,2749,2749,,2
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,61680,-1,N/A,,43474,,47561,47561,,2
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17417,-1,N/A,,7870,,13430,13430,,2
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15,-1,N/A,,5,,11,11,,2
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2712,-1,N/A,,128,,2091,2091,,2
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38530,-1,N/A,,27421,,33056,33056,,2
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7488,-1,N/A,,2875,,6424,6424,,2
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27784,-1,N/A,,23646,,23836,23836,,2
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2223,-1,N/A,,875,,1907,1907,,2
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1035,-1,N/A,,25,,888,888,,2
H3,2010,2010,2010,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32079,-1,N/A,,11721,,24487,24487,,2
H3,2010,2010,2010,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4066,-1,N/A,,1455,,3104,3104,,2
H3,2010,2010,2010,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27222,-1,N/A,,10171,,20780,20780,,2
H3,2010,2010,2010,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,790,-1,N/A,,95,,603,603,,2
H3,2011,2011,2011,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26793,-1,N/A,,10142,,21626,21626,,2
H3,2011,2011,2011,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5080,-1,N/A,,1790,,4100,4100,,2
H3,2011,2011,2011,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20080,-1,N/A,,7795,,16207,16207,,2
H3,2011,2011,2011,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1634,-1,N/A,,557,,1319,1319,,2
H3,2011,2011,2011,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,211,-1,N/A,,3,,172,,,2
