Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2005,2005,2005,4,0,0,M,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,131090,-1,N/A,,131090,,470442,470442,,0
H1,2005,2005,2005,4,0,0,M,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2682335,-1,N/A,,2682335,,2928959,2928959,,0
H1,2005,2005,2005,4,0,0,M,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6183205,-1,N/A,,6183205,,15881399,15881399,,0
H1,2005,2005,2005,4,0,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2351,-1,N/A,,2351,,8039,,8039,0
H1,2005,2005,2005,4,0,0,X,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1820,-1,N/A,,1820,,5481,,5481,0
H1,2005,2005,2005,4,0,0,X,608,Philippines,PHL,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,531,-1,N/A,,531,,2558,,2558,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,581,United States Minor Outlying Islands,UMI,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9376,-1,N/A,,9376,,5122,5122,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,75287,-1,N/A,,75287,,303610,303610,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,42,-1,N/A,,42,,1957,1957,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9720,-1,N/A,,9720,,11725,11725,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,36801,-1,N/A,,36801,,99284,99284,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12382,-1,N/A,,12382,,40690,40690,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,198,-1,N/A,,198,,1901,1901,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,29722,-1,N/A,,29722,,122154,122154,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2818,-1,N/A,,2818,,52279,52279,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,42603,-1,N/A,,42603,,127814,127814,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,264,-1,N/A,,264,,4131,4131,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1010663,-1,N/A,,1010663,,2324935,2324935,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,879266,-1,N/A,,879266,,2350012,2350012,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,855,-1,N/A,,855,,18122,18122,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,539626,-1,N/A,,539626,,3237448,3237448,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,727340,-1,N/A,,727340,,3158309,3158309,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,20947,-1,N/A,,20947,,106220,106220,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,601834,-1,N/A,,601834,,2862560,2862560,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,78259,-1,N/A,,78259,,805516,805516,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,130599,-1,N/A,,130599,,548516,548516,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3019250,-1,N/A,,3019250,,3213354,3213354,,0
H1,2006,2006,2006,4,0,0,M,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7227852,-1,N/A,,7227852,,19395659,19395659,,0
H1,2006,2006,2006,4,0,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5139,-1,N/A,,5139,,43790,,43790,0
H1,2006,2006,2006,4,0,0,X,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,348,-1,N/A,,348,,3050,,3050,0
H1,2006,2006,2006,4,0,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,140,-1,N/A,,140,,2272,,2272,0
H1,2006,2006,2006,4,0,0,X,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,800,-1,N/A,,800,,19919,,19919,0
H1,2006,2006,2006,4,0,0,X,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3842,-1,N/A,,3842,,18502,,18502,0
H1,2006,2006,2006,4,0,0,X,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9,-1,N/A,,9,,47,,47,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,104,Myanmar,MMR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,427,-1,N/A,,427,,6449,6449,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,477,-1,N/A,,477,,7377,7377,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,236,-1,N/A,,236,,1680,1680,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,20893,-1,N/A,,20893,,62430,62430,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,269,-1,N/A,,269,,1456,1456,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,442,-1,N/A,,442,,2398,2398,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2133,-1,N/A,,2133,,107521,107521,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,102221,-1,N/A,,102221,,322779,322779,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,41052,-1,N/A,,41052,,205137,205137,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,977205,-1,N/A,,977205,,2370117,2370117,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,660003,-1,N/A,,660003,,1798745,1798745,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7493,-1,N/A,,7493,,43070,43070,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,560283,-1,N/A,,560283,,2964290,2964290,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,402398,-1,N/A,,402398,,4003886,4003886,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,862224,-1,N/A,,862224,,3138165,3138165,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5324,-1,N/A,,5324,,30052,30052,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,56325,-1,N/A,,56325,,861272,861272,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,89340,-1,N/A,,89340,,420453,420453,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3454578,-1,N/A,,3454578,,3657025,3657025,,0
H2,2007,2007,2007,4,0,0,M,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7243323,-1,N/A,,7243323,,20004302,20004302,,0
H2,2007,2007,2007,4,0,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1920,-1,N/A,,1920,,15231,,15231,0
H2,2007,2007,2007,4,0,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1920,-1,N/A,,1920,,15231,,15231,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1912,-1,N/A,,1912,,9233,9233,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,135772,-1,N/A,,135772,,67612,67612,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,993,-1,N/A,,993,,19970,19970,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,16267,-1,N/A,,16267,,7372,7372,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,828,-1,N/A,,828,,1690,1690,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,127,-1,N/A,,127,,709,709,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,147,-1,N/A,,147,,7455,7455,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13634,-1,N/A,,13634,,347833,347833,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,394,-1,N/A,,394,,24272,24272,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,33655,-1,N/A,,33655,,285814,285814,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2219,-1,N/A,,2219,,11237,11237,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1379176,-1,N/A,,1379176,,3688292,3688292,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,607983,-1,N/A,,607983,,1764357,1764357,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,834,-1,N/A,,834,,19840,19840,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,454283,-1,N/A,,454283,,2221639,2221639,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,376426,-1,N/A,,376426,,3337197,3337197,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,359989,-1,N/A,,359989,,1511070,1511070,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,231746,-1,N/A,,231746,,655856,655856,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,22388,-1,N/A,,22388,,341370,341370,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5619,-1,N/A,,5619,,62712,62712,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2848690,-1,N/A,,2848690,,3343363,3343363,,0
H2,2008,2008,2008,4,0,0,M,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6493082,-1,N/A,,6493082,,17728893,17728893,,0
H2,2008,2008,2008,4,0,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,4178,-1,N/A,,4178,,26953,,26953,0
H2,2008,2008,2008,4,0,0,X,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12,-1,N/A,,12,,1207,,1207,0
H2,2008,2008,2008,4,0,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,4166,-1,N/A,,4166,,25746,,25746,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,322100,-1,N/A,,322100,,156273,156273,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12814,-1,N/A,,12814,,15989,15989,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,84,-1,N/A,,84,,1420,1420,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,527,-1,N/A,,527,,7339,7339,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,4728,-1,N/A,,4728,,27572,27572,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,26546,-1,N/A,,26546,,304937,304937,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2219,-1,N/A,,2219,,12970,12970,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,73,-1,N/A,,73,,81,81,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7320,-1,N/A,,7320,,42585,42585,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,620,-1,N/A,,620,,9565,9565,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,401,-1,N/A,,401,,2496,2496,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2488212,-1,N/A,,2488212,,5911509,5911509,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,618,-1,N/A,,618,,11075,11075,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,960004,-1,N/A,,960004,,2972594,2972594,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,147820,-1,N/A,,147820,,1615689,1615689,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,252266,-1,N/A,,252266,,1255618,1255618,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,655291,-1,N/A,,655291,,1333943,1333943,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,190793,-1,N/A,,190793,,457233,457233,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,46702,-1,N/A,,46702,,812095,812095,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5217,-1,N/A,,5217,,57903,57903,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2703990,-1,N/A,,2703990,,3474450,3474450,,0
H2,2009,2009,2009,4,0,0,M,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7828345,-1,N/A,,7828345,,18483336,18483336,,0
H2,2009,2009,2009,4,0,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5697,-1,N/A,,5697,,50060,,50060,0
H2,2009,2009,2009,4,0,0,X,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,561,-1,N/A,,561,,12028,,12028,0
H2,2009,2009,2009,4,0,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,4407,-1,N/A,,4407,,32674,,32674,0
H2,2009,2009,2009,4,0,0,X,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,729,-1,N/A,,729,,5358,,5358,0
H2,2010,2010,2010,4,0,0,M,608,Philippines,PHL,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,51,-1,N/A,,51,,878,878,,0
H2,2010,2010,2010,4,0,0,M,608,Philippines,PHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,560513,-1,N/A,,560513,,278692,278692,,0
