Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2011,2011,2011,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,39,-1,N/A,,39,,16649,16649,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,689,-1,N/A,,689,,55051,55051,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,74,-1,N/A,,74,,9736,9736,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,19,-1,N/A,,19,,682,682,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5,-1,N/A,,5,,2219,2219,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,36,-1,N/A,,36,,4280,4280,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,-1,N/A,,10,,906,906,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,670,Saint Vincent and the Grenadines,VCT,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5,-1,N/A,,5,,231,231,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,502,-1,N/A,,502,,26437,26437,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,38,-1,N/A,,38,,10561,10561,,0
H3,2012,2012,2012,6,1,0,RX,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,-1,N/A,,10,,111,,,0
H3,2012,2012,2012,6,1,0,RX,662,Saint Lucia,LCA,670,Saint Vincent and the Grenadines,VCT,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,-1,N/A,,10,,111,,,0
H3,2012,2012,2012,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,-1,N/A,,10,,111,,111,0
H3,2012,2012,2012,6,1,0,X,662,Saint Lucia,LCA,670,Saint Vincent and the Grenadines,VCT,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,-1,N/A,,10,,111,,111,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,707,-1,N/A,,707,,106915,106915,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,118,-1,N/A,,118,,10689,10689,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,9,-1,N/A,,9,,346,346,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,55,-1,N/A,,55,,4656,4656,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,31,-1,N/A,,31,,1425,1425,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,26,-1,N/A,,26,,3953,3953,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,39,-1,N/A,,39,,8304,8304,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,-1,N/A,,10,,6189,6189,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,351,-1,N/A,,351,,50730,50730,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,68,-1,N/A,,68,,20623,20623,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,531,-1,N/A,,531,,65831,65831,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,205,-1,N/A,,205,,11830,11830,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5,-1,N/A,,5,,1406,1406,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,26,-1,N/A,,26,,13283,13283,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,54,-1,N/A,,54,,3811,3811,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,187,-1,N/A,,187,,26022,26022,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,12,-1,N/A,,12,,2783,2783,,0
H3,2014,2014,2014,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,41,-1,N/A,,41,,6698,6698,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1043,-1,N/A,,1043,,125128,125128,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,164,-1,N/A,,164,,20727,20727,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1,-1,N/A,,1,,79,79,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,55,-1,N/A,,55,,4628,4628,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,136,Cayman Isds,CYM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,7,-1,N/A,,7,,1234,1234,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,22,-1,N/A,,22,,1116,1116,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,58,-1,N/A,,58,,3295,3295,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,61,-1,N/A,,61,,11268,11268,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,475,-1,N/A,,475,,57372,57372,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,0,-1,N/A,,,,112,112,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,45,-1,N/A,,45,,5289,5289,,0
H4,2015,2015,2015,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,156,-1,N/A,,156,,20006,20006,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1389,-1,N/A,,1389,,138661,138661,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,190,-1,N/A,,190,,13210,13210,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,24,-1,N/A,,24,,2497,2497,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2,-1,N/A,,2,,96,96,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,11,-1,N/A,,11,,2115,2115,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,82,-1,N/A,,82,,5319,5319,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,51,-1,N/A,,51,,8045,8045,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,139,-1,N/A,,139,,13638,13638,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,670,Saint Vincent and the Grenadines,VCT,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,67,-1,N/A,,67,,2344,2344,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,735,-1,N/A,,735,,83722,83722,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,12,-1,N/A,,12,,1460,1460,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13,-1,N/A,,13,,556,556,,0
H4,2016,2016,2016,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,62,-1,N/A,,62,,5659,5659,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,657,8,kg,657.78,657,,81304,81304.908,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,56,8,kg,56.11,56,,5619,5619.798,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,24,8,kg,24,24,,3187,3187.423,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,21,8,kg,21.6,21,,819,819.044,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,172,8,kg,172,172,,25217,25217.775,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,32,8,kg,32,32,,4086,4086.407,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,9,8,kg,9,9,,3220,3220.812,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,273,8,kg,273.34,273,,28101,28101.053,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,12,8,kg,12.73,12,,364,364.948,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,29,8,kg,29,29,,2471,2471.535,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,15,8,kg,15,15,,7613,7613.129,,0
H4,2017,2017,2017,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13,8,kg,13,13,,602,602.985,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,258,8,kg,258.01,258,0,50736,50736.45,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,32,8,kg,32,32,0,3536,3536.99,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,76,8,kg,76.31,76,0,6828,6828.74,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,195,8,kg,195.01,195,0,10127,10127.61,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,6,8,kg,6,6,0,964,964.49,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13,8,kg,13.71,13,0,652,652.21,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,18,8,kg,18,18,0,2758,2758.67,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,818,8,kg,818.61,818,0,106824,106824.36,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,58,8,kg,58.83,58,0,5186,5186.67,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,147,8,kg,147,147,0,22250,22250.42,,0
H4,2018,2018,2018,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13,8,kg,13.74,13,0,3782,3782.11,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,364,8,kg,364.61,364,0,68590,68590.94,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,479,8,kg,479.21,479,0,34975,34975.32,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,44,8,kg,44,44,0,5279,5279.53,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5,8,kg,5,5,0,452,452.13,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,95,8,kg,95,95,0,20232,20232.62,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,38,8,kg,38.07,38,0,5249,5249.48,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,10,8,kg,10,10,0,6490,6490.29,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,38,8,kg,38.44,38,0,2172,2172.69,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,42,8,kg,42.3,42,0,7489,7489.62,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,34,8,kg,34.8,34,0,6594,6594.36,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2,8,kg,2,2,0,106,106.72,,0
H4,2019,2019,2019,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1153,8,kg,1153.43,1153,0,157633,157633.7,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,140612,-1,N/A,,140612,,329665,329665,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,361,-1,N/A,,361,,2270,2270,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,7881,-1,N/A,,7881,,22772,22772,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,2,-1,N/A,,2,,3,3,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1026,-1,N/A,,1026,,2983,2983,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,132,-1,N/A,,132,,858,858,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,3022,-1,N/A,,3022,,11869,11869,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,29289,-1,N/A,,29289,,29634,29634,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,566,Nigeria,NGA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4,-1,N/A,,4,,74,74,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,29497,-1,N/A,,29497,,31908,31908,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,10570,-1,N/A,,10570,,38631,38631,,0
H3,2012,2012,2012,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,58828,-1,N/A,,58828,,188663,188663,,0
H3,2012,2012,2012,6,1,0,RX,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,2,-1,N/A,,2,,7,,,0
H3,2012,2012,2012,6,1,0,RX,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,2,-1,N/A,,2,,7,,,0
H3,2012,2012,2012,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,252,-1,N/A,,252,,974,,974,0
H3,2012,2012,2012,6,1,0,X,662,Saint Lucia,LCA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,250,-1,N/A,,250,,968,,968,0
H3,2012,2012,2012,6,1,0,X,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,2,-1,N/A,,2,,7,,7,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,154394,-1,N/A,,154394,,336082,336082,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,3865,-1,N/A,,3865,,12605,12605,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,505,-1,N/A,,505,,9686,9686,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,67,-1,N/A,,67,,371,371,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1210,-1,N/A,,1210,,3501,3501,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,651,-1,N/A,,651,,889,889,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1106,-1,N/A,,1106,,3614,3614,,0
H3,2013,2013,2013,6,1,0,M,662,Saint Lucia,LCA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,33211,-1,N/A,,33211,,46540,46540,,0
