Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1992,1992,1992,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,13995,-1,N/A,,13995,,26505,26505,,0
H0,1992,1992,1992,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7375,-1,N/A,,7375,,9210,9210,,0
H0,1992,1992,1992,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5250,-1,N/A,,5250,,6865,6865,,0
H0,1992,1992,1992,6,1,0,M,662,Saint Lucia,LCA,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1000,-1,N/A,,1000,,9237,9237,,0
H0,1992,1992,1992,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,40,-1,N/A,,40,,611,611,,0
H0,1992,1992,1992,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,330,-1,N/A,,330,,582,582,,0
H0,1992,1992,1992,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,227906,-1,N/A,,227906,,67282,,67282,0
H0,1992,1992,1992,6,1,0,X,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,227906,-1,N/A,,227906,,67282,,67282,0
H0,1993,1993,1993,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,22735,-1,N/A,,22735,,30313,30313,,0
H0,1993,1993,1993,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,12812,-1,N/A,,12812,,14196,14196,,0
H0,1993,1993,1993,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9375,-1,N/A,,9375,,14483,14483,,0
H0,1993,1993,1993,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,484,-1,N/A,,484,,919,919,,0
H0,1993,1993,1993,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,64,-1,N/A,,64,,715,715,,0
H0,1993,1993,1993,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,130624,-1,N/A,,130624,,149477,,149477,0
H0,1993,1993,1993,6,1,0,X,662,Saint Lucia,LCA,312,Guadeloupe,GLP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,36824,-1,N/A,,36824,,36003,,36003,0
H0,1993,1993,1993,6,1,0,X,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,93800,-1,N/A,,93800,,113474,,113474,0
H0,1994,1994,1994,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15324,-1,N/A,,15324,,22678,22678,,0
H0,1994,1994,1994,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3750,-1,N/A,,3750,,4015,4015,,0
H0,1994,1994,1994,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9187,-1,N/A,,9187,,14878,14878,,0
H0,1994,1994,1994,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2375,-1,N/A,,2375,,3461,3461,,0
H0,1994,1994,1994,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,12,-1,N/A,,12,,324,324,,0
H0,1994,1994,1994,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1125,-1,N/A,,1125,,2520,,2520,0
H0,1994,1994,1994,6,1,0,X,662,Saint Lucia,LCA,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1125,-1,N/A,,1125,,2520,,2520,0
H0,1995,1995,1995,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15701,-1,N/A,,15701,,20347,20347,,0
H0,1995,1995,1995,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8500,-1,N/A,,8500,,10052,10052,,0
H0,1995,1995,1995,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7000,-1,N/A,,7000,,9632,9632,,0
H0,1995,1995,1995,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,199,-1,N/A,,199,,649,649,,0
H0,1995,1995,1995,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2,-1,N/A,,2,,14,14,,0
H0,1996,1996,1996,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,11381,-1,N/A,,11381,,14633,14633,,0
H0,1996,1996,1996,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,11375,-1,N/A,,11375,,14554,14554,,0
H0,1996,1996,1996,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6,-1,N/A,,6,,79,79,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,34722,-1,N/A,,34722,,45089,45089,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,910,-1,N/A,,910,,1344,1344,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,50,Bangladesh,BGD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2187,-1,N/A,,2187,,2578,2578,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,20355,-1,N/A,,20355,,25141,25141,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5250,-1,N/A,,5250,,6771,6771,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5812,-1,N/A,,5812,,7196,7196,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,167,-1,N/A,,167,,1740,1740,,0
H0,1997,1997,1997,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,41,-1,N/A,,41,,319,319,,0
H0,1998,1998,1998,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,24782,-1,N/A,,24782,,28660,28660,,0
H0,1998,1998,1998,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10125,-1,N/A,,10125,,12990,12990,,0
H0,1998,1998,1998,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14625,-1,N/A,,14625,,14741,14741,,0
H0,1998,1998,1998,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,32,-1,N/A,,32,,929,929,,0
H0,1999,1999,1999,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,28309,-1,N/A,,28309,,37979,37979,,0
H0,1999,1999,1999,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14437,-1,N/A,,14437,,17134,17134,,0
H0,1999,1999,1999,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6687,-1,N/A,,6687,,9423,9423,,0
H0,1999,1999,1999,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7000,-1,N/A,,7000,,8760,8760,,0
H0,1999,1999,1999,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,175,-1,N/A,,175,,2373,2373,,0
H0,1999,1999,1999,6,1,0,M,662,Saint Lucia,LCA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10,-1,N/A,,10,,289,289,,0
H1,2000,2000,2000,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,69702,-1,N/A,,25885,,34237,34237,,2
H1,2000,2000,2000,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49369,-1,N/A,,19137,,24250,24250,,2
H1,2000,2000,2000,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19054,-1,N/A,,6645,,9359,9359,,2
H1,2000,2000,2000,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,320,-1,N/A,,20,,157,157,,2
H1,2000,2000,2000,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,958,-1,N/A,,83,,471,471,,2
H1,2001,2001,2001,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,87714,-1,N/A,,123020,,47664,47664,,2
H1,2001,2001,2001,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20802,-1,N/A,,8457,,11304,11304,,2
H1,2001,2001,2001,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,48140,-1,N/A,,110400,,26160,26160,,2
H1,2001,2001,2001,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10298,-1,N/A,,3733,,5596,5596,,2
H1,2001,2001,2001,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8475,-1,N/A,,430,,4605,4605,,2
H1,2002,2002,2002,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18917,-1,N/A,,16361,,23784,23784,,0
H1,2002,2002,2002,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6125,-1,N/A,,6082,,9123,9123,,0
H1,2002,2002,2002,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12777,-1,N/A,,10241,,14592,14592,,0
H1,2002,2002,2002,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15,-1,N/A,,38,,69,69,,0
H1,2003,2003,2003,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38773,-1,N/A,,72101,,96986,96986,,0
H1,2003,2003,2003,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7341,-1,N/A,,6038,,9460,9460,,0
H1,2003,2003,2003,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,177,-1,N/A,,19500,,23853,23853,,0
H1,2003,2003,2003,6,1,0,M,662,Saint Lucia,LCA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3200,-1,N/A,,18500,,27346,27346,,0
H1,2003,2003,2003,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4210,-1,N/A,,3353,,4270,4270,,0
H1,2003,2003,2003,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23845,-1,N/A,,24710,,32058,32058,,0
H1,2004,2004,2004,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8596,-1,N/A,,7081,,11200,11200,,0
H1,2004,2004,2004,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4080,-1,N/A,,3605,,4819,4819,,0
H1,2004,2004,2004,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4010,-1,N/A,,3460,,5567,5567,,0
H1,2004,2004,2004,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6,-1,N/A,,6,,684,684,,0
H1,2004,2004,2004,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,500,-1,N/A,,10,,130,130,,0
H1,2004,2004,2004,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49924,-1,N/A,,48625,,45208,,45208,0
H1,2004,2004,2004,6,1,0,X,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49924,-1,N/A,,48625,,45208,,45208,0
H1,2005,2005,2005,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10446,-1,N/A,,9340,,13850,13850,,2
H1,2005,2005,2005,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9116,-1,N/A,,8144,,12190,12190,,0
H1,2005,2005,2005,6,1,0,M,662,Saint Lucia,LCA,50,Bangladesh,BGD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1304,-1,N/A,,1188,,1626,1626,,0
H1,2005,2005,2005,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,,8,,34,34,,2
H1,2006,2006,2006,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12806,-1,N/A,,9337,,19574,19574,,0
H1,2006,2006,2006,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12157,-1,N/A,,8657,,17716,17716,,0
H1,2006,2006,2006,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,629,-1,N/A,,666,,927,927,,0
H1,2006,2006,2006,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,8,,753,753,,0
H1,2006,2006,2006,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19,-1,N/A,,6,,179,179,,0
H1,2007,2007,2007,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,76206,-1,N/A,,74476,,85680,85680,,0
H1,2007,2007,2007,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5470,-1,N/A,,3463,,14226,14226,,0
H1,2007,2007,2007,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,70735,-1,N/A,,70957,,71269,71269,,0
H1,2007,2007,2007,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,56,,186,186,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54387,-1,N/A,,52069,,74761,74761,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3978,-1,N/A,,2663,,7389,7389,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,30,-1,N/A,,20,,440,440,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23869,-1,N/A,,23857,,38430,38430,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24507,-1,N/A,,23265,,25797,25797,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2000,-1,N/A,,1680,,1406,1406,,0
H1,2008,2008,2008,6,1,0,M,662,Saint Lucia,LCA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,,584,,1299,1299,,0
H1,2008,2008,2008,6,1,0,X,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27761,-1,N/A,,27559,,31501,,31501,0
H1,2008,2008,2008,6,1,0,X,662,Saint Lucia,LCA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27761,-1,N/A,,27559,,31501,,31501,0
H1,2009,2009,2009,6,1,0,M,662,Saint Lucia,LCA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18028,-1,N/A,,4495,,15467,15467,,2
H1,2009,2009,2009,6,1,0,M,662,Saint Lucia,LCA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17875,-1,N/A,,4465,,15336,15336,,2
