Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1996,1996,1996,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15000,-1,N/A,,15000,,18403,18403,,0
H0,1996,1996,1996,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,15000,-1,N/A,,15000,,18403,18403,,0
H0,1997,1997,1997,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,214,-1,N/A,,214,,1173,1173,,0
H0,1997,1997,1997,6,1,0,M,646,Rwanda,RWA,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,214,-1,N/A,,214,,1173,1173,,0
H0,1998,1998,1998,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14875,-1,N/A,,14875,,19792,19792,,0
H0,1998,1998,1998,6,1,0,M,646,Rwanda,RWA,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,14875,-1,N/A,,14875,,19792,19792,,0
H0,1999,1999,1999,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,179,-1,N/A,,179,,258,258,,0
H0,1999,1999,1999,6,1,0,M,646,Rwanda,RWA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,179,-1,N/A,,179,,258,258,,0
H1,2001,2001,2001,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,66340,-1,N/A,,23015,,36049,36049,,2
H1,2001,2001,2001,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14414,-1,N/A,,2439,,7833,7833,,2
H1,2001,2001,2001,6,1,0,M,646,Rwanda,RWA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,90,-1,N/A,,1,,49,49,,2
H1,2001,2001,2001,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10925,-1,N/A,,6375,,5936,5936,,2
H1,2001,2001,2001,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40911,-1,N/A,,14200,,22231,22231,,2
H1,2001,2001,2001,6,1,0,RX,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8378,-1,N/A,,1630,,3766,,,2
H1,2001,2001,2001,6,1,0,RX,646,Rwanda,RWA,108,Burundi,BDI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8378,-1,N/A,,1630,,3766,,,2
H1,2001,2001,2001,6,1,0,X,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8378,-1,N/A,,1630,,3766,,3766,2
H1,2001,2001,2001,6,1,0,X,646,Rwanda,RWA,108,Burundi,BDI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8378,-1,N/A,,1630,,3766,,3766,2
H1,2002,2002,2002,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64301,-1,N/A,,16889,,34830,34830,,2
H1,2002,2002,2002,6,1,0,M,646,Rwanda,RWA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,246,-1,N/A,,200,,133,133,,2
H1,2002,2002,2002,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19414,-1,N/A,,3134,,10516,10516,,2
H1,2002,2002,2002,6,1,0,M,646,Rwanda,RWA,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38800,-1,N/A,,13205,,21017,21017,,2
H1,2002,2002,2002,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5842,-1,N/A,,350,,3164,3164,,2
H1,2003,2003,2003,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,112836,-1,N/A,,37327,,56657,56657,,2
H1,2003,2003,2003,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37373,-1,N/A,,6421,,18765,18765,,2
H1,2003,2003,2003,6,1,0,M,646,Rwanda,RWA,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,42904,-1,N/A,,12890,,21543,21543,,2
H1,2003,2003,2003,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32560,-1,N/A,,18016,,16349,16349,,2
H1,2004,2004,2004,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23809,-1,N/A,,14550,,13673,13673,,2
H1,2004,2004,2004,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23809,-1,N/A,,14550,,13673,13673,,2
H2,2005,2005,2005,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,177732,-1,N/A,,141657,,102067,102067,,2
H2,2005,2005,2005,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12333,-1,N/A,,3768,,7083,7083,,2
H2,2005,2005,2005,6,1,0,M,646,Rwanda,RWA,108,Burundi,BDI,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13502,-1,N/A,,1668,,7754,7754,,2
H2,2005,2005,2005,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,113048,-1,N/A,,118621,,64921,64921,,2
H2,2005,2005,2005,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38848,-1,N/A,,17600,,22310,22310,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,73136,-1,N/A,,35405,,42000,42000,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,277,-1,N/A,,5,,159,159,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,481,-1,N/A,,26,,276,276,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,666,-1,N/A,,34,,383,383,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,28274,-1,N/A,,16140,,16237,16237,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,39008,-1,N/A,,16600,,22401,22401,,2
H2,2006,2006,2006,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4429,-1,N/A,,2600,,2544,2544,,2
H2,2007,2007,2007,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,113781,-1,N/A,,79492,,81519,81519,,2
H2,2007,2007,2007,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,21732,-1,N/A,,6293,,15570,15570,,2
H2,2007,2007,2007,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15220,-1,N/A,,34930,,10904,10904,,2
H2,2007,2007,2007,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,68635,-1,N/A,,31455,,49174,49174,,2
H2,2007,2007,2007,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8195,-1,N/A,,6814,,5871,5871,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,222417,-1,N/A,,115611,,171506,171506,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1291,-1,N/A,,220,,995,995,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,714,-1,N/A,,79,,551,551,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,119267,-1,N/A,,57224,,91966,91966,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19777,-1,N/A,,6255,,15250,15250,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2217,-1,N/A,,1223,,1709,1709,,2
H2,2008,2008,2008,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,79152,-1,N/A,,50610,,61034,61034,,2
H3,2009,2009,2009,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,39060,-1,N/A,,30430,,33510,33510,,2
H3,2009,2009,2009,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,28686,-1,N/A,,17200,,24610,24610,,2
H3,2009,2009,2009,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10374,-1,N/A,,13230,,8900,8900,,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9171,8,kg,11553,11553,0,7685,7685.584,5814.246,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9171,8,kg,11553,11553,0,7685,7685.584,5814.246,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10749,8,kg,13270,13270,0,9008,9008.182,7066.692,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10749,8,kg,13270,13270,0,9008,9008.182,7066.692,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1363,8,kg,1597,1597,0,1142,1142.444,1072.627,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,214,8,kg,120,120,0,180,180.154,179.819,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1363,8,kg,1597,1597,0,1142,1142.444,1072.627,2
H3,2010,2010,2010,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,214,8,kg,120,120,0,180,180.154,179.819,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1420,8,kg,158,158,0,1365,1365.241,1353.595,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,259,8,kg,609,609,0,249,249.699,249.699,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,259,8,kg,609,609,0,249,249.699,249.699,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1420,8,kg,158,158,0,1365,1365.241,1353.595,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,270,8,kg,629,629,0,259,259.669,259.669,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1420,8,kg,158,158,0,1365,1365.241,1353.595,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1690,8,kg,787,787,0,1624,1624.91,1613.263,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10,8,kg,20,20,0,9,9.97,9.97,2
H3,2011,2011,2011,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10,8,kg,20,20,0,9,9.97,9.97,2
H3,2012,2012,2012,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8446,8,kg,5421,5421,0,8332,8332.291,6054.432,2
H3,2012,2012,2012,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8446,8,kg,5421,5421,0,8332,8332.291,6054.432,2
H3,2012,2012,2012,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,180046,8,kg,136812,136812,0,177617,177617.397,175579.146,2
H3,2012,2012,2012,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,180046,8,kg,136812,136812,0,177617,177617.397,175579.146,2
H3,2012,2012,2012,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,188492,8,kg,142233,142233,0,185949,185949.688,181633.577,2
H3,2012,2012,2012,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,188492,8,kg,142233,142233,0,185949,185949.688,181633.577,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,342314,8,kg,320173,320173,0,324988,324988.61,321589.209,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,342314,8,kg,320173,320173,0,324988,324988.61,321589.209,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32818,8,kg,33250,33250,0,31157,31157.095,30780.035,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,842,USA,USA,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,33820,8,kg,29110,29110,0,32109,32109.013,31720.433,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,699,India,IND,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32818,8,kg,33250,33250,0,31157,31157.095,30780.035,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,33820,8,kg,29110,29110,0,32109,32109.013,31720.433,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,203700,8,kg,200773,200773,0,193390,193390.406,191338.602,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,45853,8,kg,40000,40000,0,43532,43532.747,43005.918,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,45853,8,kg,40000,40000,0,43532,43532.747,43005.918,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26121,8,kg,17040,17040,0,24799,24799.349,24744.222,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26121,8,kg,17040,17040,0,24799,24799.349,24744.222,2
H4,2013,2013,2013,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,203700,8,kg,200773,200773,0,193390,193390.406,191338.602,2
H4,2013,2013,2013,6,1,0,RX,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,42500,8,kg,42500,42500,0,25749,25806.814,25749.448,0
H4,2013,2013,2013,6,1,0,RX,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,42500,8,kg,42500,42500,0,25749,25806.814,25749.448,0
H4,2013,2013,2013,6,1,0,X,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,990,8,kg,990,990,0,1434,1437.495,1434.299,0
H4,2013,2013,2013,6,1,0,RX,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,990,8,kg,990,990,0,1434,1437.495,1434.299,0
H4,2013,2013,2013,6,1,0,RX,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,990,8,kg,990,990,0,1434,1437.495,1434.299,0
H4,2013,2013,2013,6,1,0,X,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,990,8,kg,990,990,0,1434,1437.495,1434.299,0
H4,2013,2013,2013,6,1,0,X,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,43490,8,kg,43490,43490,0,27183,27244.309,27183.747,0
H4,2013,2013,2013,6,1,0,RX,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,43490,8,kg,43490,43490,0,27183,27244.309,27183.747,0
H4,2013,2013,2013,6,1,0,RX,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,43490,8,kg,43490,43490,0,27183,27244.309,27183.747,0
H4,2013,2013,2013,6,1,0,X,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,43490,8,kg,43490,43490,0,27183,27244.309,27183.747,0
