Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1990,1990,1990,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6621629,-1,N/A,,,,3578524,3578524,,0
H0,1990,1990,1990,6,1,0,M,144,Sri Lanka,LKA,280,Fmr Fed. Rep. of Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3,-1,N/A,,,,1135,1135,,0
H0,1990,1990,1990,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,200675,-1,N/A,,,,113663,113663,,0
H0,1990,1990,1990,6,1,0,M,144,Sri Lanka,LKA,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6360332,-1,N/A,,,,3418185,3418185,,0
H0,1990,1990,1990,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,60140,-1,N/A,,,,45009,45009,,0
H0,1990,1990,1990,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,479,-1,N/A,,,,532,532,,0
H0,1990,1990,1990,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,14,,14,0
H0,1990,1990,1990,6,1,0,X,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,14,,14,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6690687,-1,N/A,,,,4093918,4093918,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1505687,-1,N/A,,,,943903,943903,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40410,-1,N/A,,,,26663,26663,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,118019,-1,N/A,,,,81063,81063,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5012484,-1,N/A,,,,3025269,3025269,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,960,-1,N/A,,,,590,590,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13125,-1,N/A,,,,16426,16426,,0
H0,1991,1991,1991,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,,,4,4,,0
H0,1991,1991,1991,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,3983,,3983,0
H0,1991,1991,1991,6,1,0,X,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,3983,,3983,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8031899,-1,N/A,,,,5213736,5213736,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,691500,-1,N/A,,,,402153,402153,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1181625,-1,N/A,,,,786609,786609,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,163800,-1,N/A,,,,128890,128890,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,211500,-1,N/A,,,,121097,121097,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5725152,-1,N/A,,,,3734000,3734000,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1375,-1,N/A,,,,1936,1936,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54187,-1,N/A,,,,38255,38255,,0
H0,1992,1992,1992,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2760,-1,N/A,,,,796,796,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4840840,-1,N/A,,,,3258195,3258195,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,58,Belgium-Luxembourg,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2062,-1,N/A,,,,1376,1376,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4187,-1,N/A,,,,43610,43610,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1187,-1,N/A,,,,2234,2234,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,753500,-1,N/A,,,,557289,557289,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,302875,-1,N/A,,,,193476,193476,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23589,-1,N/A,,,,15877,15877,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3704312,-1,N/A,,,,2380009,2380009,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27609,-1,N/A,,,,33335,33335,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,21000,-1,N/A,,,,30640,30640,,0
H0,1993,1993,1993,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,519,-1,N/A,,,,349,349,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7080328,-1,N/A,,,,4703470,4703470,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3632625,-1,N/A,,,,2301187,2301187,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,0,-1,N/A,,,,6186,6186,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,78,-1,N/A,,,,2859,2859,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,400750,-1,N/A,,,,348111,348111,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,46000,-1,N/A,,,,23266,23266,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,71746,-1,N/A,,,,40515,40515,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2922625,-1,N/A,,,,1959242,1959242,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,-1,N/A,,,,2177,2177,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6500,-1,N/A,,,,19806,19806,,0
H0,1994,1994,1994,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,0,-1,N/A,,,,121,121,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7356173,-1,N/A,,,,4634347,4634347,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1387625,-1,N/A,,,,848669,848669,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6312,-1,N/A,,,,20654,20654,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8875,-1,N/A,,,,5580,5580,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,655187,-1,N/A,,,,437479,437479,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18621,-1,N/A,,,,12792,12792,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,711,So. African Customs Union,ZA1,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5269441,-1,N/A,,,,3292119,3292119,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,328,-1,N/A,,,,628,628,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9750,-1,N/A,,,,16122,16122,,0
H1,1999,1999,1999,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,34,-1,N/A,,,,304,304,,0
H1,1999,1999,1999,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,222,-1,N/A,,,,579,,579,0
H1,1999,1999,1999,6,1,0,X,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,222,-1,N/A,,,,579,,579,0
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2112845,-1,N/A,,2180509,,1140142,1140142,,4
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11,-1,N/A,,395,,206,206,,4
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,201600,-1,N/A,,236470,,123645,123645,,4
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5534523,-1,N/A,,5923769,,3097415,3097415,,4
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,,2481,,1297,1297,,4
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7868547,-1,N/A,,8375373,,4379307,4379307,,6
H1,2000,2000,2000,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19514,-1,N/A,,31750,,16601,16601,,6
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8356186,-1,N/A,,8479924,,4915656,4915656,,6
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,295,-1,N/A,,1143,,662,662,,6
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,31772,-1,N/A,,53876,,31231,31231,,6
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3108382,-1,N/A,,3081350,,1786202,1786202,,4
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,90,-1,N/A,,1016,,589,589,,4
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,67200,-1,N/A,,66570,,38589,38589,,4
H1,2001,2001,2001,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5148447,-1,N/A,,5275970,,3058382,3058382,,4
H2,2002,2002,2002,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,13,,8,,8,4
H2,2002,2002,2002,6,1,0,X,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,13,,8,,8,4
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11035977,-1,N/A,,10787205,,6521807,6521807,,6
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,438,-1,N/A,,1985,,1200,1200,,6
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,507,-1,N/A,,1714,,1036,1036,,6
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,53020,-1,N/A,,115867,,70052,70052,,6
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4593786,-1,N/A,,4346412,,2627785,2627785,,4
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13440,-1,N/A,,63033,,38109,38109,,4
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,257625,-1,N/A,,253635,,153344,153344,,4
H2,2002,2002,2002,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6117160,-1,N/A,,6004560,,3630281,3630281,,4
H2,2003,2003,2003,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,19,,13,,13,4
H2,2003,2003,2003,6,1,0,X,144,Sri Lanka,LKA,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,19,,13,,13,4
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13170847,-1,N/A,,11824862,,7726884,7726884,,6
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6399987,-1,N/A,,5609922,,3665769,3665769,,6
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,133261,-1,N/A,,110852,,72436,72436,,6
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,247,-1,N/A,,222,,145,145,,6
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37354,-1,N/A,,103371,,67547,67547,,6
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14960,-1,N/A,,43280,,28281,28281,,4
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,650,-1,N/A,,2848,,1861,1861,,4
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6576864,-1,N/A,,5945796,,3885244,3885244,,4
H2,2003,2003,2003,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7523,-1,N/A,,8570,,5600,5600,,4
H2,2004,2004,2004,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16000,-1,N/A,,23151,,16314,,16314,4
H2,2004,2004,2004,6,1,0,X,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16000,-1,N/A,,23151,,16314,,16314,4
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12128072,-1,N/A,,10198574,,7122335,7122335,,6
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1527,-1,N/A,,1963,,1371,1371,,6
