Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,446,"China, Macao SAR",MAC,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,4,,931,931,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,470,Malta,MLT,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,24,,6437,6437,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,2,,490,490,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,1,,288,288,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,488,-1,N/A,,240,,63253,63253,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,627,-1,N/A,,963,,253437,253437,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,110,-1,N/A,,119,,31188,31188,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,249,-1,N/A,,654,,172140,172140,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2680,-1,N/A,,452,,118868,118868,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,32,-1,N/A,,38,,9921,9921,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,111,-1,N/A,,468,,123217,123217,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,12,-1,N/A,,7,,1725,1725,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,85,-1,N/A,,61,,16131,16131,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,529,-1,N/A,,650,,171096,171096,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5960,-1,N/A,,1665,,438299,438299,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1459,-1,N/A,,951,,250183,250183,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2545,-1,N/A,,1781,,468721,468721,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,16998,-1,N/A,,9638,,2536429,2536429,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,199,-1,N/A,,151,,39800,39800,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,10,-1,N/A,,32,,8543,8543,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,284,-1,N/A,,885,,232821,232821,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,227,-1,N/A,,8,,2112,2112,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,70,-1,N/A,,102,,26902,26902,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,13,-1,N/A,,104,,27284,27284,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,10,-1,N/A,,10,,2722,2722,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1281,-1,N/A,,180,,47418,47418,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,7,-1,N/A,,3,,784,784,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3,-1,N/A,,4,,945,945,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,,,53,53,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,0,-1,N/A,,,,22,22,,6
H3,2011,2011,2011,6,1,0,X,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3,-1,N/A,,2,,509,,509,4
H3,2011,2011,2011,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,4,-1,N/A,,212,,50739,,50739,4
H3,2011,2011,2011,6,1,0,X,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,210,,50230,,50230,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,4,,930,930,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,1,,239,239,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2,-1,N/A,,29,,7273,7273,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1803,-1,N/A,,1889,,482044,482044,,6
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,93,-1,N/A,,140,,35732,35732,,6
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,68,-1,N/A,,143,,36536,36536,,6
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,9150,-1,N/A,,2684,,684933,684933,,6
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,837,-1,N/A,,1136,,289916,289916,,6
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,81184,-1,N/A,,21533,,5494474,5494474,,6
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,148,-1,N/A,,71,,18154,18154,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,20,-1,N/A,,100,,25409,25409,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,523,-1,N/A,,851,,217060,217060,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,290,-1,N/A,,68,,17441,17441,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,48,-1,N/A,,51,,13134,13134,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,159,-1,N/A,,168,,42874,42874,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,25,-1,N/A,,49,,12413,12413,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,22,-1,N/A,,712,,181706,181706,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3619,-1,N/A,,2251,,574337,574337,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,245,-1,N/A,,447,,114137,114137,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,39,-1,N/A,,514,,131088,131088,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3086,-1,N/A,,519,,132477,132477,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1278,-1,N/A,,98,,24898,24898,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,427,-1,N/A,,34,,8641,8641,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,508,-1,N/A,,1415,,361064,361064,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,315,-1,N/A,,45,,11455,11455,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,177,-1,N/A,,979,,249734,249734,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5088,-1,N/A,,3012,,768683,768683,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,53171,-1,N/A,,3474,,886435,886435,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,12,-1,N/A,,9,,2191,2191,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,12,-1,N/A,,6,,1451,1451,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,10,-1,N/A,,454,,115857,115857,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,4,-1,N/A,,9,,2256,2256,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3,-1,N/A,,172,,43952,43952,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,,,23,23,,4
H3,2012,2012,2012,6,1,0,RX,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1,-1,N/A,,,,32,,,4
H3,2012,2012,2012,6,1,0,RX,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2,-1,N/A,,,,105,,,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2,-1,N/A,,,,105,,105,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,14,-1,N/A,,,,36,,36,4
H3,2012,2012,2012,6,1,0,RX,144,Sri Lanka,LKA,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,14,-1,N/A,,,,36,,,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,24,-1,N/A,,81,,22082,,22082,6
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,67,-1,N/A,,701,,191835,,191835,6
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3,-1,N/A,,86,,23574,,23574,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6,-1,N/A,,72,,19751,,19751,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3,-1,N/A,,4,,1068,,1068,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,4,-1,N/A,,390,,106797,,106797,4
H3,2012,2012,2012,6,1,0,X,144,Sri Lanka,LKA,646,Rwanda,RWA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6,-1,N/A,,1,,356,,356,4
