Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1993,1993,1993,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,77903,77903,,0
H0,1993,1993,1993,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,60542,60542,,0
H0,1993,1993,1993,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,15713,15713,,0
H0,1993,1993,1993,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,654,654,,0
H0,1993,1993,1993,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,596,596,,0
H0,1993,1993,1993,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,398,398,,0
H0,1993,1993,1993,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,445128,,445128,0
H0,1993,1993,1993,6,1,0,X,504,Morocco,MAR,478,Mauritania,MRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,5807,,5807,0
H0,1993,1993,1993,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,,,,439321,,439321,0
H0,1994,1994,1994,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1199679,-1,N/A,,1199679,,857027,,857027,0
H0,1994,1994,1994,6,1,0,X,504,Morocco,MAR,434,Libya,LBY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,239679,-1,N/A,,239679,,342914,,342914,0
H0,1994,1994,1994,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,960000,-1,N/A,,960000,,514113,,514113,0
H0,1994,1994,1994,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,28715,-1,N/A,,28715,,90460,90460,,0
H0,1994,1994,1994,6,1,0,M,504,Morocco,MAR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,16148,-1,N/A,,16148,,11861,11861,,0
H0,1994,1994,1994,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8312,-1,N/A,,8312,,48868,48868,,0
H0,1994,1994,1994,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4187,-1,N/A,,4187,,28237,28237,,0
H0,1994,1994,1994,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,50,-1,N/A,,50,,883,883,,0
H0,1994,1994,1994,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,18,-1,N/A,,18,,611,611,,0
H0,1995,1995,1995,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2028062,-1,N/A,,2028062,,1236872,,1236872,0
H0,1995,1995,1995,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2028062,-1,N/A,,2028062,,1236872,,1236872,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5815,-1,N/A,,5815,,29875,29875,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1812,-1,N/A,,1812,,11462,11462,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2562,-1,N/A,,2562,,16346,16346,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,968,-1,N/A,,968,,1263,1263,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,472,-1,N/A,,472,,751,751,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1,-1,N/A,,1,,53,53,,0
H0,1996,1996,1996,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,979375,-1,N/A,,979375,,534905,,534905,0
H0,1996,1996,1996,6,1,0,X,504,Morocco,MAR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,13000,-1,N/A,,13000,,13964,,13964,0
H0,1996,1996,1996,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,966375,-1,N/A,,966375,,520941,,520941,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9870,-1,N/A,,9870,,54627,54627,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2750,-1,N/A,,2750,,24164,24164,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2125,-1,N/A,,2125,,12859,12859,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3125,-1,N/A,,3125,,11166,11166,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,742,-1,N/A,,742,,4971,4971,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1125,-1,N/A,,1125,,1335,1335,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3,-1,N/A,,3,,132,132,,0
H0,1997,1997,1997,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1797812,-1,N/A,,1797812,,1464572,,1464572,0
H0,1997,1997,1997,6,1,0,X,504,Morocco,MAR,434,Libya,LBY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,828187,-1,N/A,,828187,,1049025,,1049025,0
H0,1997,1997,1997,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,969625,-1,N/A,,969625,,415547,,415547,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10541,-1,N/A,,10541,,42666,42666,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8187,-1,N/A,,8187,,31866,31866,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1250,-1,N/A,,1250,,7620,7620,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,312,-1,N/A,,312,,1623,1623,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,789,-1,N/A,,789,,1134,1134,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3,-1,N/A,,3,,423,423,,0
H0,1998,1998,1998,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1020625,-1,N/A,,1020625,,436217,,436217,0
H0,1998,1998,1998,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1020625,-1,N/A,,1020625,,436217,,436217,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,12165,-1,N/A,,12165,,56711,56711,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6312,-1,N/A,,6312,,22324,22324,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1500,-1,N/A,,1500,,14174,14174,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2750,-1,N/A,,2750,,15131,15131,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,964,-1,N/A,,964,,3814,3814,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,628,-1,N/A,,628,,1201,1201,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,11,-1,N/A,,11,,67,67,,0
H0,1999,1999,1999,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2168187,-1,N/A,,2168187,,975805,,975805,0
H0,1999,1999,1999,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2168187,-1,N/A,,2168187,,975805,,975805,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,8455,-1,N/A,,8455,,33290,33290,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,6062,-1,N/A,,6062,,21010,21010,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1500,-1,N/A,,1500,,9200,9200,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,546,-1,N/A,,546,,2510,2510,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,347,-1,N/A,,347,,570,570,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10685,-1,N/A,,10685,,36685,36685,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7062,-1,N/A,,7062,,17441,17441,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2187,-1,N/A,,2187,,9787,9787,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,226,-1,N/A,,226,,4297,4297,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,863,-1,N/A,,863,,4627,4627,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,347,-1,N/A,,347,,533,533,,0
H0,2000,2000,2000,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3845187,-1,N/A,,3845187,,989295,,989295,0
H0,2000,2000,2000,6,1,0,X,504,Morocco,MAR,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1775750,-1,N/A,,1775750,,419384,,419384,0
H0,2000,2000,2000,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2055812,-1,N/A,,2055812,,569723,,569723,0
H0,2000,2000,2000,6,1,0,X,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,13625,-1,N/A,,13625,,188,,188,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,13486,-1,N/A,,13486,,37478,37478,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10125,-1,N/A,,10125,,26339,26339,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,972,-1,N/A,,972,,3777,3777,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,847,-1,N/A,,847,,3594,3594,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,238,-1,N/A,,238,,863,863,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,828,-1,N/A,,828,,1458,1458,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,476,-1,N/A,,476,,1447,1447,,0
H0,2001,2001,2001,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,4596562,-1,N/A,,4596562,,1485468,,1485468,0
H0,2001,2001,2001,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1358937,-1,N/A,,1358937,,385614,,385614,0
H0,2001,2001,2001,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,3237625,-1,N/A,,3237625,,1099854,,1099854,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,10236,-1,N/A,,10236,,33007,33007,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7937,-1,N/A,,7937,,26245,26245,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1375,-1,N/A,,1375,,4628,4628,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,796,-1,N/A,,796,,1284,1284,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,128,-1,N/A,,128,,850,850,,0
H2,2002,2002,2002,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2172187,-1,N/A,,2172187,,951073,,951073,0
H2,2002,2002,2002,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2172187,-1,N/A,,2172187,,951073,,951073,0
H2,2003,2003,2003,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,7213,-1,N/A,,7213,,33335,33335,,0
H2,2003,2003,2003,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1812,-1,N/A,,1812,,3958,3958,,0
H2,2003,2003,2003,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2750,-1,N/A,,2750,,13838,13838,,0
H2,2003,2003,2003,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1187,-1,N/A,,1187,,7229,7229,,0
H2,2003,2003,2003,6,1,0,M,504,Morocco,MAR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,476,-1,N/A,,476,,2310,2310,,0
H2,2003,2003,2003,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,988,-1,N/A,,988,,6000,6000,,0
H2,2003,2003,2003,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2193812,-1,N/A,,2193812,,1088834,,1088834,0
H2,2003,2003,2003,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2193812,-1,N/A,,2193812,,1088834,,1088834,0
H2,2004,2004,2004,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,12237,-1,N/A,,12237,,44697,44697,,0
H2,2004,2004,2004,6,1,0,M,504,Morocco,MAR,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,97,-1,N/A,,97,,559,559,,0
H2,2004,2004,2004,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5000,-1,N/A,,5000,,12071,12071,,0
H2,2004,2004,2004,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,5125,-1,N/A,,5125,,25364,25364,,0
H2,2004,2004,2004,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1687,-1,N/A,,1687,,4575,4575,,0
H2,2004,2004,2004,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,328,-1,N/A,,328,,2128,2128,,0
