Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1995,1995,1995,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9125,-1,N/A,,9125,,41157,,41157,0
H0,1995,1995,1995,6,1,0,X,504,Morocco,MAR,384,Côte d'Ivoire,CIV,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,82,-1,N/A,,82,,812,,812,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,62300,-1,N/A,,62300,,437350,437350,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,441,-1,N/A,,441,,5576,5576,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1000,-1,N/A,,1000,,4576,4576,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1375,-1,N/A,,1375,,9281,9281,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,507,-1,N/A,,507,,8298,8298,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,33,-1,N/A,,33,,685,685,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2125,-1,N/A,,2125,,8337,8337,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,51589,-1,N/A,,51589,,361458,361458,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2875,-1,N/A,,2875,,24906,24906,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,730,-1,N/A,,730,,3606,3606,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1500,-1,N/A,,1500,,8449,8449,,0
H0,1995,1995,1995,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,125,-1,N/A,,125,,2178,2178,,0
H0,1996,1996,1996,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3,-1,N/A,,3,,22,,22,0
H0,1996,1996,1996,6,1,0,X,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3,-1,N/A,,3,,22,,22,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,61320,-1,N/A,,61320,,367070,367070,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7125,-1,N/A,,7125,,51917,51917,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,34,-1,N/A,,34,,1858,1858,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1750,-1,N/A,,1750,,20318,20318,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,238,-1,N/A,,238,,4297,4297,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,417,-1,N/A,,417,,3841,3841,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8812,-1,N/A,,8812,,59274,59274,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,60,-1,N/A,,60,,898,898,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7750,-1,N/A,,7750,,34676,34676,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,35101,-1,N/A,,35101,,189602,189602,,0
H0,1996,1996,1996,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,33,-1,N/A,,33,,389,389,,0
H0,1997,1997,1997,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1125,-1,N/A,,1125,,7042,,7042,0
H0,1997,1997,1997,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1125,-1,N/A,,1125,,7042,,7042,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,63489,-1,N/A,,63489,,369038,369038,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2125,-1,N/A,,2125,,11890,11890,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3062,-1,N/A,,3062,,18830,18830,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,398,-1,N/A,,398,,4699,4699,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,414,-1,N/A,,414,,4639,4639,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,117,-1,N/A,,117,,1506,1506,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,167,-1,N/A,,167,,1708,1708,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,28902,-1,N/A,,28902,,181562,181562,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,12500,-1,N/A,,12500,,48704,48704,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,15750,-1,N/A,,15750,,94808,94808,,0
H0,1997,1997,1997,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,54,-1,N/A,,54,,692,692,,0
H0,1998,1998,1998,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,957,-1,N/A,,957,,8648,,8648,0
H0,1998,1998,1998,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,957,-1,N/A,,957,,8648,,8648,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,165511,-1,N/A,,165511,,831254,831254,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,19792,-1,N/A,,19792,,108103,108103,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4687,-1,N/A,,4687,,23779,23779,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,10312,-1,N/A,,10312,,92665,92665,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,89,-1,N/A,,89,,1062,1062,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3187,-1,N/A,,3187,,23839,23839,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,78578,-1,N/A,,78578,,398510,398510,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,13250,-1,N/A,,13250,,51078,51078,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1937,-1,N/A,,1937,,9343,9343,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3312,-1,N/A,,3312,,11826,11826,,0
H0,1998,1998,1998,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,30367,-1,N/A,,30367,,111049,111049,,0
H0,1999,1999,1999,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1750,-1,N/A,,1750,,10931,,10931,0
H0,1999,1999,1999,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1750,-1,N/A,,1750,,10931,,10931,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,219073,-1,N/A,,219073,,887533,887533,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4875,-1,N/A,,4875,,22557,22557,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7250,-1,N/A,,7250,,22314,22314,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1500,-1,N/A,,1500,,5962,5962,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,10125,-1,N/A,,10125,,65998,65998,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9437,-1,N/A,,9437,,34459,34459,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1187,-1,N/A,,1187,,6062,6062,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9937,-1,N/A,,9937,,25012,25012,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4937,-1,N/A,,4937,,18127,18127,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,81906,-1,N/A,,81906,,372974,372974,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7187,-1,N/A,,7187,,23067,23067,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,12500,-1,N/A,,12500,,26062,26062,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3312,-1,N/A,,3312,,18967,18967,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4875,-1,N/A,,4875,,19585,19585,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,59789,-1,N/A,,59789,,224672,224672,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,253,-1,N/A,,253,,1701,1701,,0
H0,1999,1999,1999,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3,-1,N/A,,3,,14,14,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,160199,-1,N/A,,160199,,774779,774779,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9875,-1,N/A,,9875,,37121,37121,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8812,-1,N/A,,8812,,35977,35977,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2687,-1,N/A,,2687,,20300,20300,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,55,-1,N/A,,55,,8362,8362,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,80250,-1,N/A,,80250,,391754,391754,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,32886,-1,N/A,,32886,,191186,191186,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1562,-1,N/A,,1562,,6900,6900,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,21925,-1,N/A,,21925,,73181,73181,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1437,-1,N/A,,1437,,1661,1661,,0
H0,2000,2000,2000,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,710,-1,N/A,,710,,8337,8337,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,149845,-1,N/A,,149845,,609711,609711,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4875,-1,N/A,,4875,,19024,19024,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,18160,-1,N/A,,18160,,51234,51234,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7187,-1,N/A,,7187,,35974,35974,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,85,-1,N/A,,85,,17165,17165,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,87546,-1,N/A,,87546,,391514,391514,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,859,-1,N/A,,859,,2770,2770,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8687,-1,N/A,,8687,,10896,10896,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4625,-1,N/A,,4625,,25558,25558,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1375,-1,N/A,,1375,,6614,6614,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,10,-1,N/A,,10,,565,565,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,13937,-1,N/A,,13937,,43739,43739,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1437,-1,N/A,,1437,,3460,3460,,0
H0,2001,2001,2001,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1062,-1,N/A,,1062,,1198,1198,,0
H0,2001,2001,2001,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,507,-1,N/A,,507,,3307,,3307,0
H0,2001,2001,2001,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,507,-1,N/A,,507,,3307,,3307,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,283460,-1,N/A,,283460,,1025974,1025974,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4875,-1,N/A,,4875,,19647,19647,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,6000,-1,N/A,,6000,,24822,24822,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8437,-1,N/A,,8437,,30225,30225,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,151402,-1,N/A,,151402,,565870,565870,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8937,-1,N/A,,8937,,16192,16192,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,34296,-1,N/A,,34296,,186484,186484,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,429,-1,N/A,,429,,5084,5084,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,65644,-1,N/A,,65644,,167801,167801,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3437,-1,N/A,,3437,,9513,9513,,0
H2,2002,2002,2002,6,1,0,M,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,3,-1,N/A,,3,,336,336,,0
H2,2002,2002,2002,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,565,-1,N/A,,565,,3796,,3796,0
